record_id,pack,office,quarter,month,sheet_name,metric_name,metric_unit,metric_kind,species,metric_value
109,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,Plantation,metric_c5,value,decimal,Chir Pine,0
110,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,metric_c6,value,decimal,Hemlock,0
111,fr4,Bumdeling Wildlife Sanctuary,Q1,Mar,Plantation,metric_c7,value,decimal,Cypress,0
112,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,metric_c8,value,decimal,Oak,0
113,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,plantation_maintained_c9,value,decimal,Broadleaf Mixed,0
114,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,Plantation,metric_c10,value,decimal,Blue Pine,0
115,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,Plantation,metric_c11,value,decimal,Chir Pine,0
116,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,metric_c12,value,decimal,Hemlock,0
117,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,Plantation,reforestation_sl_no_c13,value,decimal,Cypress,12.38240898605957276100692007
118,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,Plantation,reforestation_sl_no_c13,value,decimal,Broadleaf Mixed,2.61759101394042723899307993
119,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,new_plantation_creation_c15,value,decimal,Broadleaf Mixed,0
120,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,metric_c16,value,decimal,Blue Pine,0
121,fr4,Bumdeling Wildlife Sanctuary,Q1,Mar,Plantation,metric_c17,value,decimal,Chir Pine,0
122,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,metric_c18,value,decimal,Hemlock,0
123,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,metric_c19,value,decimal,Cypress,0
124,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,Plantation,metric_c20,value,decimal,Oak,0
125,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,plantation_maintained_c21,value,decimal,Broadleaf Mixed,0
126,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,Plantation,metric_c22,value,decimal,Blue Pine,0
127,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Chir Pine,1.566302652106084243369734789
128,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Cypress,13.43369734789391575663026521
129,fr4,Bumdeling Wildlife Sanctuary,Q1,Mar,PrivateRegLand_removal,registered_land_area_acre_24_31_c3,acre,decimal,Cypress,4.611502637863053257066696285
130,fr4,Bumdeling Wildlife Sanctuary,Q1,Mar,PrivateRegLand_removal,registered_land_area_acre_24_31_c3,acre,decimal,Broadleaf Mixed,4.820497362136946742933303715
131,fr4,Bumdeling Wildlife Sanctuary,Q1,Mar,PrivateRegLand_removal,extent_of_forest_area_acre_24_255_c4,acre,decimal,Broadleaf Mixed,0.08923972057653196569104253250
132,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,PrivateRegLand_removal,extent_of_forest_area_acre_24_255_c4,acre,decimal,Chir Pine,0.05876027942346803430895746750
133,fr4,Bumdeling Wildlife Sanctuary,Q1,Feb,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Chir Pine,28.09917163894883839025009521
134,fr4,Bumdeling Wildlife Sanctuary,Q1,Jan,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Cypress,39.35082836105116160974990479
135,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,CF_timber_removal,volume_of_timber_m3_rural_c3,m3,decimal,Cypress,0
136,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,CF_timber_removal,commercial_c4,value,decimal,Oak,485.7312182324971306771601902
137,fr4,"Divisional Forest Office, Bumthang",Q1,Mar,CF_timber_removal,commercial_c4,value,decimal,Blue Pine,227.1968601410067224135104115
138,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,CF_timber_removal,commercial_c4,value,decimal,Hemlock,193.3739744220363994097393015
139,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,CF_timber_removal,commercial_c4,value,decimal,Oak,411.8179472044597474995900968
140,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,CF_timber_removal,firewood_standing_form_m3_c5,m3,decimal,Hemlock,0
141,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,CF_timber_removal,firewood_other_form_m3_c6,m3,decimal,Cypress,0
142,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,new_plantation_creation_c3,value,decimal,Oak,0
143,fr4,"Divisional Forest Office, Bumthang",Q1,Mar,Plantation,metric_c4,value,decimal,Broadleaf Mixed,0
144,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,metric_c5,value,decimal,Blue Pine,0
145,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,metric_c6,value,decimal,Chir Pine,0
146,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,metric_c7,value,decimal,Hemlock,0
147,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,metric_c8,value,decimal,Cypress,0
148,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,plantation_maintained_c9,value,decimal,Oak,0
149,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,metric_c10,value,decimal,Broadleaf Mixed,0
150,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,metric_c11,value,decimal,Blue Pine,0
151,fr4,"Divisional Forest Office, Bumthang",Q1,Mar,Plantation,metric_c12,value,decimal,Chir Pine,0
152,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,reforestation_sl_no_c13,value,decimal,Hemlock,0.6100995387229910172371934936
153,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,reforestation_sl_no_c13,value,decimal,Oak,0.3899004612770089827628065064
154,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,new_plantation_creation_c15,value,decimal,Oak,0
155,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,metric_c16,value,decimal,Broadleaf Mixed,0
156,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,metric_c17,value,decimal,Blue Pine,0
157,fr4,"Divisional Forest Office, Bumthang",Q1,Mar,Plantation,metric_c18,value,decimal,Chir Pine,0
158,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,metric_c19,value,decimal,Hemlock,0
159,fr4,"Divisional Forest Office, Bumthang",Q1,Feb,Plantation,metric_c20,value,decimal,Cypress,0
160,fr4,"Divisional Forest Office, Bumthang",Q1,Mar,Plantation,plantation_maintained_c21,value,decimal,Oak,0
161,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,metric_c22,value,decimal,Broadleaf Mixed,0
162,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Blue Pine,0.4258501481586002539861718640
163,fr4,"Divisional Forest Office, Bumthang",Q1,Jan,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Hemlock,0.5741498518413997460138281360
164,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Forestry Clearance,total_forestry_clearance_area_acre_12_67_c3,acre,decimal,Hemlock,11.44571510543680963993688137
165,fr4,"Divisional Forest Office, Dagana",Q1,Jan,Forestry Clearance,total_forestry_clearance_area_acre_12_67_c3,acre,decimal,Oak,21.09428489456319036006311863
166,fr4,"Divisional Forest Office, Dagana",Q1,Mar,Forestry Clearance,total_forest_area_acre_5_809_c4,acre,decimal,Oak,7.012754409769335142469470828
167,fr4,"Divisional Forest Office, Dagana",Q1,Mar,Forestry Clearance,total_forest_area_acre_5_809_c4,acre,decimal,Blue Pine,1.247245590230664857530529172
168,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Blue Pine,96.40934263152497179776433186
169,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Hemlock,47.37975592246949030868628859
170,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Oak,131.2109014460055378935493796
171,fr4,"Divisional Forest Office, Dagana",Q1,Jan,Forestry Clearance,volume_of_poles_m3_18_25_c6,m3,decimal,Cypress,8.769708552317247969421882465
172,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Forestry Clearance,volume_of_poles_m3_18_25_c6,m3,decimal,Broadleaf Mixed,1.230291447682752030578117535
173,fr4,"Divisional Forest Office, Dagana",Q1,Jan,CF_timber_removal,volume_of_timber_m3_rural_c3,m3,decimal,Broadleaf Mixed,0
174,fr4,"Divisional Forest Office, Dagana",Q1,Feb,CF_timber_removal,commercial_c4,value,decimal,Blue Pine,0
175,fr4,"Divisional Forest Office, Dagana",Q1,Mar,CF_timber_removal,firewood_standing_form_m3_c5,m3,decimal,Chir Pine,0
176,fr4,"Divisional Forest Office, Dagana",Q1,Mar,CF_timber_removal,firewood_other_form_m3_c6,m3,decimal,Hemlock,0
177,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,new_plantation_creation_c3,value,decimal,Cypress,0
178,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c4,value,decimal,Oak,0
179,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c5,value,decimal,Broadleaf Mixed,0
180,fr4,"Divisional Forest Office, Dagana",Q1,Mar,Plantation,metric_c6,value,decimal,Blue Pine,0
181,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c7,value,decimal,Chir Pine,0
182,fr4,"Divisional Forest Office, Dagana",Q1,Jan,Plantation,metric_c8,value,decimal,Hemlock,0
183,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,plantation_maintained_c9,value,decimal,Cypress,0
184,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c10,value,decimal,Oak,0
185,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c11,value,decimal,Broadleaf Mixed,0
186,fr4,"Divisional Forest Office, Dagana",Q1,Mar,Plantation,metric_c12,value,decimal,Blue Pine,0
187,fr4,"Divisional Forest Office, Dagana",Q1,Mar,Plantation,reforestation_sl_no_c13,value,decimal,Chir Pine,0.1218862240760050979029081219
188,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,reforestation_sl_no_c13,value,decimal,Cypress,1.878113775923994902097091878
189,fr4,"Divisional Forest Office, Dagana",Q1,Mar,Plantation,new_plantation_creation_c15,value,decimal,Cypress,0
190,fr4,"Divisional Forest Office, Dagana",Q1,Jan,Plantation,metric_c16,value,decimal,Oak,0
191,fr4,"Divisional Forest Office, Dagana",Q1,Jan,Plantation,metric_c17,value,decimal,Broadleaf Mixed,0
192,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c18,value,decimal,Blue Pine,0
193,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c19,value,decimal,Chir Pine,0
194,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c20,value,decimal,Hemlock,0
195,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,plantation_maintained_c21,value,decimal,Cypress,0
196,fr4,"Divisional Forest Office, Dagana",Q1,Feb,Plantation,metric_c22,value,decimal,Oak,0
197,fr4,"Divisional Forest Office, Dagana",Q1,Jan,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Broadleaf Mixed,1.353066137940801586177595241
198,fr4,"Divisional Forest Office, Dagana",Q1,Mar,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Chir Pine,0.646933862059198413822404759
199,fr4,"Divisional Forest Office, Dagana",Q1,Mar,PrivateRegLand_removal,registered_land_area_acre_24_31_c3,acre,decimal,Chir Pine,22.41899903753609239653512993
200,fr4,"Divisional Forest Office, Dagana",Q1,Mar,PrivateRegLand_removal,registered_land_area_acre_24_31_c3,acre,decimal,Cypress,15.48100096246390760346487007
201,fr4,"Divisional Forest Office, Dagana",Q1,Jan,PrivateRegLand_removal,extent_of_forest_area_acre_24_255_c4,acre,decimal,Cypress,1.304047315205654265240011780
202,fr4,"Divisional Forest Office, Dagana",Q1,Mar,PrivateRegLand_removal,extent_of_forest_area_acre_24_255_c4,acre,decimal,Broadleaf Mixed,6.405952684794345734759988220
203,fr4,"Divisional Forest Office, Dagana",Q1,Feb,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Broadleaf Mixed,37.44504938569019513370272224
204,fr4,"Divisional Forest Office, Dagana",Q1,Jan,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Chir Pine,68.08190797398217297036858588
205,fr4,"Divisional Forest Office, Dagana",Q1,Feb,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Cypress,310.0730426403276318959286919
206,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Forestry Clearance,total_forestry_clearance_area_acre_12_67_c3,acre,decimal,Hemlock,43.11367581365666879387364391
207,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Forestry Clearance,total_forestry_clearance_area_acre_12_67_c3,acre,decimal,Oak,30.82641352903637523931078494
208,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Forestry Clearance,total_forestry_clearance_area_acre_12_67_c3,acre,decimal,Blue Pine,27.84391065730695596681557115
209,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Forestry Clearance,total_forest_area_acre_5_809_c4,acre,decimal,Broadleaf Mixed,46.65130101641907740422204848
210,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Forestry Clearance,total_forest_area_acre_5_809_c4,acre,decimal,Chir Pine,9.51469898358092259577795152
211,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Chir Pine,3619.418477527616156505607555
212,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Cypress,797.2509043764229698962813053
213,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Broadleaf Mixed,2173.114771481575174972594654
214,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Chir Pine,1546.474645838603592208449279
215,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Cypress,691.5911459650898052112319757
216,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Broadleaf Mixed,2020.800054810692301205835231
217,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Forestry Clearance,volume_of_poles_m3_18_25_c6,m3,decimal,Chir Pine,123.9980269489894128970163619
218,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Forestry Clearance,volume_of_poles_m3_18_25_c6,m3,decimal,Cypress,41.04448989412897016361886429
219,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Forestry Clearance,volume_of_poles_m3_18_25_c6,m3,decimal,Broadleaf Mixed,17.6574831568816169393647738
220,fr4,"Divisional Forest Office, Gedu",Q1,Jan,CF_timber_removal,volume_of_timber_m3_rural_c3,m3,decimal,Oak,43.55653112353054538446714203
221,fr4,"Divisional Forest Office, Gedu",Q1,Mar,CF_timber_removal,volume_of_timber_m3_rural_c3,m3,decimal,Blue Pine,53.73650414338022740412410869
222,fr4,"Divisional Forest Office, Gedu",Q1,Jan,CF_timber_removal,volume_of_timber_m3_rural_c3,m3,decimal,Hemlock,93.86696473308922721140874928
223,fr4,"Divisional Forest Office, Gedu",Q1,Jan,CF_timber_removal,commercial_c4,value,decimal,Chir Pine,0
224,fr4,"Divisional Forest Office, Gedu",Q1,Mar,CF_timber_removal,firewood_standing_form_m3_c5,m3,decimal,Hemlock,91.12948366545670049633306171
225,fr4,"Divisional Forest Office, Gedu",Q1,Jan,CF_timber_removal,firewood_standing_form_m3_c5,m3,decimal,Oak,15.09529594784798873990665975
226,fr4,"Divisional Forest Office, Gedu",Q1,Jan,CF_timber_removal,firewood_standing_form_m3_c5,m3,decimal,Blue Pine,144.7252203866953107637602785
227,fr4,"Divisional Forest Office, Gedu",Q1,Feb,CF_timber_removal,firewood_other_form_m3_c6,m3,decimal,Broadleaf Mixed,59.17010645231370845101021073
228,fr4,"Divisional Forest Office, Gedu",Q1,Jan,CF_timber_removal,firewood_other_form_m3_c6,m3,decimal,Chir Pine,68.75515967847056267651531610
229,fr4,"Divisional Forest Office, Gedu",Q1,Mar,CF_timber_removal,firewood_other_form_m3_c6,m3,decimal,Cypress,72.0747338692157288724744732
230,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,new_plantation_creation_c3,value,decimal,Hemlock,0
231,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,metric_c4,value,decimal,Cypress,0
232,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,metric_c5,value,decimal,Oak,0
233,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,metric_c6,value,decimal,Broadleaf Mixed,0
234,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,metric_c7,value,decimal,Blue Pine,0
235,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,metric_c8,value,decimal,Chir Pine,0
236,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,plantation_maintained_c9,value,decimal,Hemlock,0
237,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,metric_c10,value,decimal,Cypress,0
238,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,metric_c11,value,decimal,Oak,0
239,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,metric_c12,value,decimal,Broadleaf Mixed,0
240,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,reforestation_sl_no_c13,value,decimal,Blue Pine,2.617058997340687481532551955
241,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,reforestation_sl_no_c13,value,decimal,Hemlock,0.382941002659312518467448045
242,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,new_plantation_creation_c15,value,decimal,Hemlock,0
243,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,metric_c16,value,decimal,Cypress,0
244,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Plantation,metric_c17,value,decimal,Oak,0
245,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,metric_c18,value,decimal,Broadleaf Mixed,0
246,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Plantation,metric_c19,value,decimal,Blue Pine,0
247,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Plantation,metric_c20,value,decimal,Chir Pine,0
248,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,plantation_maintained_c21,value,decimal,Hemlock,0
249,fr4,"Divisional Forest Office, Gedu",Q1,Mar,Plantation,metric_c22,value,decimal,Cypress,0
250,fr4,"Divisional Forest Office, Gedu",Q1,Feb,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Oak,0.8501569302419763085957274476
251,fr4,"Divisional Forest Office, Gedu",Q1,Jan,Plantation,enrichment_plantation_sl_no_c25,value,decimal,Blue Pine,2.149843069758023691404272552
252,fr4,"Divisional Forest Office, Gedu",Q1,Jan,PrivateRegLand_removal,registered_land_area_acre_24_31_c3,acre,decimal,Blue Pine,75.13160354361810179437986683
253,fr4,"Divisional Forest Office, Gedu",Q1,Jan,PrivateRegLand_removal,registered_land_area_acre_24_31_c3,acre,decimal,Hemlock,27.16525335740887033066245345
254,fr4,"Divisional Forest Office, Gedu",Q1,Feb,PrivateRegLand_removal,registered_land_area_acre_24_31_c3,acre,decimal,Oak,67.8171430989730278749576797
255,fr4,"Divisional Forest Office, Gedu",Q1,Feb,PrivateRegLand_removal,extent_of_forest_area_acre_24_255_c4,acre,decimal,Cypress,4.433956752655538694992412747
256,fr4,"Divisional Forest Office, Gedu",Q1,Mar,PrivateRegLand_removal,extent_of_forest_area_acre_24_255_c4,acre,decimal,Broadleaf Mixed,34.65604324734446130500758725
257,fr4,"Divisional Forest Office, Gedu",Q1,Feb,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Broadleaf Mixed,553.2291133805268654984333295
258,fr4,"Divisional Forest Office, Gedu",Q1,Mar,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Chir Pine,174.9794267146338632934896136
259,fr4,"Divisional Forest Office, Gedu",Q1,Feb,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Cypress,105.8102088894046651967041894
260,fr4,"Divisional Forest Office, Gedu",Q1,Jan,PrivateRegLand_removal,volume_of_timber_m3_3284_55_c5,m3,decimal,Broadleaf Mixed,239.9112510154346060113728675
261,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Forestry Clearance,total_forestry_clearance_area_acre_12_67_c3,acre,decimal,Cypress,13.14664196848216754216201272
262,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Forestry Clearance,total_forestry_clearance_area_acre_12_67_c3,acre,decimal,Broadleaf Mixed,9.03735803151783245783798728
263,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Forestry Clearance,total_forest_area_acre_5_809_c4,acre,decimal,Broadleaf Mixed,7.098965384826375555433649679
264,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Forestry Clearance,total_forest_area_acre_5_809_c4,acre,decimal,Chir Pine,8.621034615173624444566350321
265,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Chir Pine,59.04474957691076247541508485
266,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Cypress,45.84761377670036134107853451
267,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Forestry Clearance,volume_of_timber_m3_111_16_c5,m3,decimal,Broadleaf Mixed,52.6876366463888761835063806
268,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Forestry Clearance,volume_of_poles_m3_18_25_c6,m3,decimal,Oak,7.710155397390272835112692764
269,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Forestry Clearance,volume_of_poles_m3_18_25_c6,m3,decimal,Blue Pine,5.799844602609727164887307236
270,fr4,"Divisional Forest Office, Mongar",Q1,Feb,CF_timber_removal,volume_of_timber_m3_rural_c3,m3,decimal,Blue Pine,0
271,fr4,"Divisional Forest Office, Mongar",Q1,Feb,CF_timber_removal,commercial_c4,value,decimal,Chir Pine,0
272,fr4,"Divisional Forest Office, Mongar",Q1,Feb,CF_timber_removal,firewood_standing_form_m3_c5,m3,decimal,Hemlock,0
273,fr4,"Divisional Forest Office, Mongar",Q1,Feb,CF_timber_removal,firewood_other_form_m3_c6,m3,decimal,Cypress,0
274,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,new_plantation_creation_c3,value,decimal,Oak,0
275,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Plantation,metric_c4,value,decimal,Broadleaf Mixed,0
276,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,metric_c5,value,decimal,Blue Pine,0
277,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Plantation,metric_c6,value,decimal,Chir Pine,0
278,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Plantation,metric_c7,value,decimal,Hemlock,0
279,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,metric_c8,value,decimal,Cypress,0
280,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,plantation_maintained_c9,value,decimal,Oak,0
281,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Plantation,metric_c10,value,decimal,Broadleaf Mixed,0
282,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,metric_c11,value,decimal,Blue Pine,0
283,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Plantation,metric_c12,value,decimal,Chir Pine,0
284,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Plantation,reforestation_sl_no_c13,value,decimal,Hemlock,1.182534279879412622775454634
285,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,reforestation_sl_no_c13,value,decimal,Oak,2.817465720120587377224545366
286,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Plantation,new_plantation_creation_c15,value,decimal,Oak,0
287,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,metric_c16,value,decimal,Broadleaf Mixed,0
288,fr4,"Divisional Forest Office, Mongar",Q1,Mar,Plantation,metric_c17,value,decimal,Blue Pine,0
289,fr4,"Divisional Forest Office, Mongar",Q1,Jan,Plantation,metric_c18,value,decimal,Chir Pine,0
290,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,metric_c19,value,decimal,Hemlock,0
291,fr4,"Divisional Forest Office, Mongar",Q1,Feb,Plantation,metric_c20,value,decimal,Cypress,0
