pack,sheet_name,quarter,metric_name,quarterly_total,combined_total,abs_diff,is_match
fr1,Timber,Q4,rural_other_royalty_nu,20025.94,0,20025.94,false
fr1,Timber,Q4,rural_other_volume_m3,527.47,0,527.47,false
fr1,Timber,Q4,rural_standing_royalty_nu,134005.02,0,134005.02,false
fr1,Timber,Q4,rural_standing_volume_m3,12659.38,0,12659.38,false
fr2,Fee collection Ecotourism,Q1,camping_c4,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,elephant_safari_c5,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,fee_collection_ecotourism_boating_c3,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,filming_c6,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,garial_farm_c7,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,park_entry_c8,5000.0,5000,0.0,true
fr2,Fee collection Ecotourism,Q1,rafting_c9,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,recreational_area_c10,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,total_fee_amount_c13,0,5000,5000,false
fr2,Fee collection Ecotourism,Q1,vehicle_c11,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q1,zoo_c12,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q2,camping_c4,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q2,elephant_safari_c5,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q2,fee_collection_ecotourism_boating_c3,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q2,filming_c6,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q2,garial_farm_c7,62775.0,62775,0.0,true
fr2,Fee collection Ecotourism,Q2,park_entry_c8,14061090.0,14061090,0.0,true
fr2,Fee collection Ecotourism,Q2,rafting_c9,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q2,recreational_area_c10,22260.0,22260,0.0,true
fr2,Fee collection Ecotourism,Q2,total_fee_amount_c13,14146125.0,14146125,0.0,true
fr2,Fee collection Ecotourism,Q2,vehicle_c11,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q2,zoo_c12,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,camping_c4,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,elephant_safari_c5,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,fee_collection_ecotourism_boating_c3,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,filming_c6,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,garial_farm_c7,42500.0,42500,0.0,true
fr2,Fee collection Ecotourism,Q3,park_entry_c8,3790250.0,3790250,0.0,true
fr2,Fee collection Ecotourism,Q3,rafting_c9,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,recreational_area_c10,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,total_fee_amount_c13,3832750.0,3832750,0.0,true
fr2,Fee collection Ecotourism,Q3,vehicle_c11,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q3,zoo_c12,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,camping_c4,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,elephant_safari_c5,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,fee_collection_ecotourism_boating_c3,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,filming_c6,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,garial_farm_c7,78525.0,78525,0.0,true
fr2,Fee collection Ecotourism,Q4,park_entry_c8,8211300.0,8211300,0.0,true
fr2,Fee collection Ecotourism,Q4,rafting_c9,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,recreational_area_c10,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,total_fee_amount_c13,8289825.0,8289825,0.0,true
fr2,Fee collection Ecotourism,Q4,vehicle_c11,0.0,0,0.0,true
fr2,Fee collection Ecotourism,Q4,zoo_c12,0.0,0,0.0,true
fr2,Fee collection General,Q1,certificate_of_origin_nwfp_c5,0.0,0,0.0,true
fr2,Fee collection General,Q1,certificate_of_origin_timber_approval_c4,0.0,0,0.0,true
fr2,Fee collection General,Q1,certificate_of_origin_timber_transit_c6,0.0,0,0.0,true
fr2,Fee collection General,Q1,cordyceps_collection_permit_c7,0.0,0,0.0,true
fr2,Fee collection General,Q1,costdmo_c8,25590.0,25590,0.0,true
fr2,Fee collection General,Q1,export_fee_c9,208039.25,208039.25,0.00,true
fr2,Fee collection General,Q1,export_service_charge_c10,265623.6,265623.6,0.0,true
fr2,Fee collection General,Q1,fee_collection_general_cordyceps_certificate_of_origin_c3,0.0,0,0.0,true
fr2,Fee collection General,Q1,fee_collection_general_nu_cordyceps_certificate_of_origin_c3,0,0,0,true
fr2,Fee collection General,Q1,fishing_fee_c11,438640.0,438640,0.0,true
fr2,Fee collection General,Q1,forestry_clearance_fee_c12,16184.89,13745.89,2439.00,false
fr2,Fee collection General,Q1,free_grant_permit_c13,3560.0,3560,0.0,true
fr2,Fee collection General,Q1,g2c_permit_c14,11780.0,11780,0.0,true
fr2,Fee collection General,Q1,gfpmo_c15,142066.94,142066.94,0.00,true
fr2,Fee collection General,Q1,import_fee_c16,190446.2,190446.2,0.0,true
fr2,Fee collection General,Q1,import_service_charge_c17,0.0,0,0.0,true
fr2,Fee collection General,Q1,internal_movement_of_cordyceps_c18,0.0,0,0.0,true
fr2,Fee collection General,Q1,internal_movement_order_imo_c19,660.0,660,0.0,true
fr2,Fee collection General,Q1,itmo_c20,6140.0,6140,0.0,true
fr2,Fee collection General,Q1,marking_fee_c21,336767.63,336767.63,0.00,true
fr2,Fee collection General,Q1,mobile_sawmill_registration_c22,3000.0,3000,0.0,true
fr2,Fee collection General,Q1,mobile_sawmill_renewal_c23,3900.0,3900,0.0,true
fr2,Fee collection General,Q1,non_wood_based_industry_registration_c24,0.0,0,0.0,true
fr2,Fee collection General,Q1,non_wood_based_industry_renewal_c25,0.0,0,0.0,true
fr2,Fee collection General,Q1,power_chain_registration_c26,190700.0,190700,0.0,true
fr2,Fee collection General,Q1,power_chain_renewal_c27,39300.0,39300,0.0,true
fr2,Fee collection General,Q1,primary_wood_based_industry_except_power_chain_registration_c28,7000.0,7000,0.0,true
fr2,Fee collection General,Q1,primary_wood_based_industry_except_power_chain_renewal_c29,3000.0,3000,0.0,true
fr2,Fee collection General,Q1,research_fee_c30,0.0,0,0.0,true
fr2,Fee collection General,Q1,sale_of_seedling_c31,0.0,0,0.0,true
fr2,Fee collection General,Q1,secondary_wood_based_industry_registration_c32,5500.0,5500,0.0,true
fr2,Fee collection General,Q1,secondary_wood_based_industry_renewal_c33,3000.0,3000,0.0,true
fr2,Fee collection General,Q1,service_charge_c34,75733.76,75733.76,0.00,true
fr2,Fee collection General,Q1,stationed_sawmill_registration_c35,7000.0,7000,0.0,true
fr2,Fee collection General,Q1,stationed_sawmill_renewal_c36,500.0,500,0.0,true
fr2,Fee collection General,Q1,total_fee_amount_c37,0,1981693.27,1981693.27,false
fr2,Fee collection General,Q1,total_fee_amount_nu_c37,1981693.27,0,1981693.27,false
fr2,Fee collection General,Q2,certificate_of_origin_nwfp_c5,0,0,0,true
fr2,Fee collection General,Q2,certificate_of_origin_timber_approval_c4,0.0,0,0.0,true
fr2,Fee collection General,Q2,certificate_of_origin_timber_transit_c6,0.0,0,0.0,true
fr2,Fee collection General,Q2,cordyceps_collection_permit_c7,437890.0,437890,0.0,true
fr2,Fee collection General,Q2,costdmo_c8,47280.0,47280,0.0,true
fr2,Fee collection General,Q2,export_fee_c9,288238.34,288238.34,0.00,true
fr2,Fee collection General,Q2,export_service_charge_c10,745324.8,745324.8,0.0,true
fr2,Fee collection General,Q2,fee_collection_general_cordyceps_certificate_of_origin_c3,5550.0,0,5550.0,false
fr2,Fee collection General,Q2,fee_collection_general_nu_cordyceps_certificate_of_origin_c3,0,5550,5550,false
fr2,Fee collection General,Q2,fishing_fee_c11,696350.0,696350,0.0,true
fr2,Fee collection General,Q2,forestry_clearance_fee_c12,11281.10,11281.1,0.00,true
fr2,Fee collection General,Q2,free_grant_permit_c13,41780.0,41780,0.0,true
fr2,Fee collection General,Q2,g2c_permit_c14,12910.0,12910,0.0,true
fr2,Fee collection General,Q2,gfpmo_c15,118249.52,118249.52,0.00,true
fr2,Fee collection General,Q2,import_fee_c16,227125.4,227125.4,0.0,true
fr2,Fee collection General,Q2,import_service_charge_c17,0,0,0,true
fr2,Fee collection General,Q2,internal_movement_of_cordyceps_c18,0.0,0,0.0,true
fr2,Fee collection General,Q2,internal_movement_order_imo_c19,930.0,930,0.0,true
fr2,Fee collection General,Q2,itmo_c20,7989.4,7989.4,0.0,true
fr2,Fee collection General,Q2,marking_fee_c21,736067.27,736067.27,0.00,true
fr2,Fee collection General,Q2,mobile_sawmill_registration_c22,10000.0,10000,0.0,true
fr2,Fee collection General,Q2,mobile_sawmill_renewal_c23,600.0,600,0.0,true
fr2,Fee collection General,Q2,non_wood_based_industry_registration_c24,6000.0,6000,0.0,true
fr2,Fee collection General,Q2,non_wood_based_industry_renewal_c25,0.0,0,0.0,true
fr2,Fee collection General,Q2,power_chain_registration_c26,280900.0,280900,0.0,true
fr2,Fee collection General,Q2,power_chain_renewal_c27,50450.0,50450,0.0,true
fr2,Fee collection General,Q2,primary_wood_based_industry_except_power_chain_registration_c28,46500.0,46500,0.0,true
fr2,Fee collection General,Q2,primary_wood_based_industry_except_power_chain_renewal_c29,6000.0,6000,0.0,true
fr2,Fee collection General,Q2,research_fee_c30,0.0,0,0.0,true
fr2,Fee collection General,Q2,sale_of_seedling_c31,1000.0,1000,0.0,true
fr2,Fee collection General,Q2,secondary_wood_based_industry_registration_c32,11500.0,11500,0.0,true
fr2,Fee collection General,Q2,secondary_wood_based_industry_renewal_c33,750.0,750,0.0,true
fr2,Fee collection General,Q2,service_charge_c34,64128.47,64128.47,0.00,true
fr2,Fee collection General,Q2,stationed_sawmill_registration_c35,28000.0,28000,0.0,true
fr2,Fee collection General,Q2,stationed_sawmill_renewal_c36,0.0,0,0.0,true
fr2,Fee collection General,Q2,total_fee_amount_c37,0,3882794.3,3882794.3,false
fr2,Fee collection General,Q2,total_fee_amount_nu_c37,3882794.30,0,3882794.30,false
fr2,Fee collection General,Q3,certificate_of_origin_nwfp_c5,5352.0,5352,0.0,true
fr2,Fee collection General,Q3,certificate_of_origin_timber_approval_c4,11806.15,11806.15,0.00,true
fr2,Fee collection General,Q3,certificate_of_origin_timber_transit_c6,18768.0,18768,0.0,true
fr2,Fee collection General,Q3,cordyceps_collection_permit_c7,47100.0,47100,0.0,true
fr2,Fee collection General,Q3,costdmo_c8,49422.28,49422.28,0.00,true
fr2,Fee collection General,Q3,export_fee_c9,456237.40,456237.4,0.00,true
fr2,Fee collection General,Q3,export_service_charge_c10,1858030.65,1858030.65,0.00,true
fr2,Fee collection General,Q3,fee_collection_general_cordyceps_certificate_of_origin_c3,14696.0,0,14696.0,false
fr2,Fee collection General,Q3,fee_collection_general_nu_cordyceps_certificate_of_origin_c3,0,14696,14696,false
fr2,Fee collection General,Q3,fishing_fee_c11,605000.0,605000,0.0,true
fr2,Fee collection General,Q3,forestry_clearance_fee_c12,3966.92,3966.92,0.00,true
fr2,Fee collection General,Q3,free_grant_permit_c13,10.0,10,0.0,true
fr2,Fee collection General,Q3,g2c_permit_c14,19020.0,19020,0.0,true
fr2,Fee collection General,Q3,gfpmo_c15,27388.54,27388.54,0.00,true
fr2,Fee collection General,Q3,import_fee_c16,229782.1,229782.1,0.0,true
fr2,Fee collection General,Q3,import_service_charge_c17,0,0,0,true
fr2,Fee collection General,Q3,internal_movement_of_cordyceps_c18,8010.0,8010,0.0,true
fr2,Fee collection General,Q3,internal_movement_order_imo_c19,73806.18,73806.18,0.00,true
fr2,Fee collection General,Q3,itmo_c20,32659.05,32659.05,0.00,true
fr2,Fee collection General,Q3,marking_fee_c21,413240.0,413240,0.0,true
fr2,Fee collection General,Q3,mobile_sawmill_registration_c22,4500.0,4500,0.0,true
fr2,Fee collection General,Q3,mobile_sawmill_renewal_c23,2550.0,2550,0.0,true
fr2,Fee collection General,Q3,non_wood_based_industry_registration_c24,1500.0,1500,0.0,true
fr2,Fee collection General,Q3,non_wood_based_industry_renewal_c25,1000.0,1000,0.0,true
fr2,Fee collection General,Q3,power_chain_registration_c26,318800.0,318800,0.0,true
fr2,Fee collection General,Q3,power_chain_renewal_c27,63530.0,63530,0.0,true
fr2,Fee collection General,Q3,primary_wood_based_industry_except_power_chain_registration_c28,12000.0,12000,0.0,true
fr2,Fee collection General,Q3,primary_wood_based_industry_except_power_chain_renewal_c29,6250.0,6250,0.0,true
fr2,Fee collection General,Q3,research_fee_c30,0.0,0,0.0,true
fr2,Fee collection General,Q3,sale_of_seedling_c31,0.0,0,0.0,true
fr2,Fee collection General,Q3,secondary_wood_based_industry_registration_c32,15000.0,15000,0.0,true
fr2,Fee collection General,Q3,secondary_wood_based_industry_renewal_c33,2250.0,2250,0.0,true
fr2,Fee collection General,Q3,service_charge_c34,1414869.04,1414869.04,0.00,true
fr2,Fee collection General,Q3,stationed_sawmill_registration_c35,1000.0,1000,0.0,true
fr2,Fee collection General,Q3,stationed_sawmill_renewal_c36,1500.0,1500,0.0,true
fr2,Fee collection General,Q3,total_fee_amount_c37,0,5719044.31,5719044.31,false
fr2,Fee collection General,Q3,total_fee_amount_nu_c37,5719044.31,0,5719044.31,false
fr2,Fee collection General,Q4,certificate_of_origin_nwfp_c5,20880.0,20880,0.0,true
fr2,Fee collection General,Q4,certificate_of_origin_timber_approval_c4,1248470.32,1248470.32,0.00,true
fr2,Fee collection General,Q4,certificate_of_origin_timber_transit_c6,298591.68,298591.68,0.00,true
fr2,Fee collection General,Q4,cordyceps_collection_permit_c7,0.0,0,0.0,true
fr2,Fee collection General,Q4,costdmo_c8,1650.0,1650,0.0,true
fr2,Fee collection General,Q4,export_fee_c9,715780.03,715780.03,0.00,true
fr2,Fee collection General,Q4,export_service_charge_c10,5489.0,5489,0.0,true
fr2,Fee collection General,Q4,fee_collection_general_cordyceps_certificate_of_origin_c3,0.0,0,0.0,true
fr2,Fee collection General,Q4,fee_collection_general_nu_cordyceps_certificate_of_origin_c3,0,0,0,true
fr2,Fee collection General,Q4,fishing_fee_c11,231400.0,231400,0.0,true
fr2,Fee collection General,Q4,forestry_clearance_fee_c12,32363.10,32363.1,0.00,true
fr2,Fee collection General,Q4,free_grant_permit_c13,0.0,0,0.0,true
fr2,Fee collection General,Q4,g2c_permit_c14,101277.0,101277,0.0,true
fr2,Fee collection General,Q4,gfpmo_c15,25218.0,25218,0.0,true
fr2,Fee collection General,Q4,import_fee_c16,160892.04,160892.04,0.00,true
fr2,Fee collection General,Q4,import_service_charge_c17,3680.0,3680,0.0,true
fr2,Fee collection General,Q4,internal_movement_of_cordyceps_c18,2683.7,2683.7,0.0,true
fr2,Fee collection General,Q4,internal_movement_order_imo_c19,3390.0,3390,0.0,true
fr2,Fee collection General,Q4,itmo_c20,320.0,320,0.0,true
fr2,Fee collection General,Q4,marking_fee_c21,390287.4,390287.4,0.0,true
fr2,Fee collection General,Q4,mobile_sawmill_registration_c22,3500.0,3500,0.0,true
fr2,Fee collection General,Q4,mobile_sawmill_renewal_c23,2000.0,2000,0.0,true
fr2,Fee collection General,Q4,non_wood_based_industry_registration_c24,0.0,0,0.0,true
fr2,Fee collection General,Q4,non_wood_based_industry_renewal_c25,500.0,500,0.0,true
fr2,Fee collection General,Q4,power_chain_registration_c26,269400.0,269400,0.0,true
fr2,Fee collection General,Q4,power_chain_renewal_c27,31000.0,31000,0.0,true
fr2,Fee collection General,Q4,primary_wood_based_industry_except_power_chain_registration_c28,27010.0,27010,0.0,true
fr2,Fee collection General,Q4,primary_wood_based_industry_except_power_chain_renewal_c29,2500.0,2500,0.0,true
fr2,Fee collection General,Q4,research_fee_c30,0.0,0,0.0,true
fr2,Fee collection General,Q4,sale_of_seedling_c31,0.0,0,0.0,true
fr2,Fee collection General,Q4,secondary_wood_based_industry_registration_c32,7000.0,7000,0.0,true
fr2,Fee collection General,Q4,secondary_wood_based_industry_renewal_c33,0.0,0,0.0,true
fr2,Fee collection General,Q4,service_charge_c34,45311.31,45311.31,0.00,true
fr2,Fee collection General,Q4,stationed_sawmill_registration_c35,8020.0,8020,0.0,true
fr2,Fee collection General,Q4,stationed_sawmill_renewal_c36,1000.0,1000,0.0,true
fr2,Fee collection General,Q4,total_fee_amount_c37,0,3639613.58,3639613.58,false
fr2,Fee collection General,Q4,total_fee_amount_nu_c37,3639613.58,0,3639613.58,false
fr2,Fee collection Total,Q1,ecotourism_c4,65275.0,0,65275.0,false
fr2,Fee collection Total,Q1,fee_category_nu_general_c3,2060513.52,0,2060513.52,false
fr2,Fee collection Total,Q1,metric_c6,260427.55,0,260427.55,false
fr2,Fee collection Total,Q2,ecotourism_c4,14197984.98,0,14197984.98,false
fr2,Fee collection Total,Q2,fee_category_nu_general_c3,4148617.49,0,4148617.49,false
fr2,Fee collection Total,Q2,total_fee_amount_nu_c5,18346602.47,0,18346602.47,false
fr2,Fee collection Total,Q3,ecotourism_c4,3832750.0,0,3832750.0,false
fr2,Fee collection Total,Q3,fee_category_nu_general_c3,39527393.680999999995,0,39527393.680999999995,false
fr2,Fee collection Total,Q3,total_fee_amount_nu_c5,43360143.681,0,43360143.681,false
fr2,Fee collection Total,Q4,ecotourism_c4,8289825.0,0,8289825.0,false
fr2,Fee collection Total,Q4,fee_category_nu_general_c3,3674108.34,0,3674108.34,false
fr2,Fee collection Total,Q4,total_fee_amount_nu_c5,11963933.34,0,11963933.34,false
fr2,Firewood,Q1,metric_c12,0,0,0,true
fr2,Firewood,Q1,metric_c13,0,0,0,true
fr2,Firewood,Q1,metric_c5,0,0,0,true
fr2,Firewood,Q1,metric_c6,0,0,0,true
fr2,Firewood,Q1,offices_c8,0,0,0,true
fr2,Firewood,Q1,other_form_c10,8026.44,8026.44,0.00,true
fr2,Firewood,Q1,other_form_c3,4649.13,0,4649.13,false
fr2,Firewood,Q1,other_form_m_c3,0,4649.13,4649.13,false
fr2,Firewood,Q1,royalty_c4,0,170701.5,170701.5,false
fr2,Firewood,Q1,royalty_nu_c11,279531.31,279531.31,0.00,true
fr2,Firewood,Q1,royalty_nu_c4,170701.5,0,170701.5,false
fr2,Firewood,Q1,sl_no_c7,300.0,1.0,299.0,false
fr2,Firewood,Q1,standing_form_c2,0,7131.27,7131.27,false
fr2,Firewood,Q1,volume_m3_standing_form_c2,7131.27,0,7131.27,false
fr2,Firewood,Q1,volume_m3_standing_form_c9,3759.91,0,3759.91,false
fr2,Firewood,Q1,volume_m_standing_form_c9,0,3759.91,3759.91,false
fr2,Firewood,Q2,metric_c12,0,0,0,true
fr2,Firewood,Q2,metric_c13,0,0,0,true
fr2,Firewood,Q2,metric_c5,0,0,0,true
fr2,Firewood,Q2,metric_c6,0,0,0,true
fr2,Firewood,Q2,offices_c8,0,0,0,true
fr2,Firewood,Q2,other_form_c10,5312.02,5312.02,0.00,true
fr2,Firewood,Q2,other_form_m_c3,0,2408.12,2408.12,false
fr2,Firewood,Q2,royalty_c4,0,75245,75245,false
fr2,Firewood,Q2,royalty_nu_c11,118643.08,118643.08,0.00,true
fr2,Firewood,Q2,sl_no_c7,0,2.0,2.0,false
fr2,Firewood,Q2,standing_form_c2,0,1297.88,1297.88,false
fr2,Firewood,Q2,volume_m3_standing_form_c9,1763.72,0,1763.72,false
fr2,Firewood,Q2,volume_m_standing_form_c9,0,1763.72,1763.72,false
fr2,Firewood,Q3,metric_c12,0,0,0,true
fr2,Firewood,Q3,metric_c13,0,0,0,true
fr2,Firewood,Q3,metric_c5,0,0,0,true
fr2,Firewood,Q3,metric_c6,0,0,0,true
fr2,Firewood,Q3,offices_c8,0,0,0,true
fr2,Firewood,Q3,other_form_c10,5281.50,5281.5,0.00,true
fr2,Firewood,Q3,other_form_m3_c3,509.24,0,509.24,false
fr2,Firewood,Q3,other_form_m_c3,0,509.24,509.24,false
fr2,Firewood,Q3,royalty_c4,47973.04,47973.04,0.00,true
fr2,Firewood,Q3,royalty_nu_c11,120291.72,120291.72,0.00,true
fr2,Firewood,Q3,sl_no_c7,300.0,3.0,297.0,false
fr2,Firewood,Q3,standing_form_c2,4954.59,4954.59,0.00,true
fr2,Firewood,Q3,volume_m3_standing_form_c9,5603.12,0,5603.12,false
fr2,Firewood,Q3,volume_m_standing_form_c9,0,5603.12,5603.12,false
fr2,Firewood,Q4,metric_c12,0,0,0,true
fr2,Firewood,Q4,metric_c13,0,0,0,true
fr2,Firewood,Q4,metric_c5,0,0,0,true
fr2,Firewood,Q4,metric_c6,0,0,0,true
fr2,Firewood,Q4,offices_c8,0,0,0,true
fr2,Firewood,Q4,other_form_c10,4706.44,4706.44,0.00,true
fr2,Firewood,Q4,other_form_m3_c3,2575.35,0,2575.35,false
fr2,Firewood,Q4,other_form_m_c3,0,2575.35,2575.35,false
fr2,Firewood,Q4,royalty_c4,212837.51,212837.51,0.00,true
fr2,Firewood,Q4,royalty_nu_c11,134968.37,134968.37,0.00,true
fr2,Firewood,Q4,sl_no_c7,300.0,4.0,296.0,false
fr2,Firewood,Q4,standing_form_c2,9052.79,9052.79,0.00,true
fr2,Firewood,Q4,volume_m3_standing_form_c9,499.89,0,499.89,false
fr2,Firewood,Q4,volume_m_standing_form_c9,0,499.89,499.89,false
fr3,Forest Fire,Q1,fire_burnt_forest_area_lost_ha_c4,3781.62,3781.62,0.00,true
fr3,Forest Fire,Q1,forest_type_c3,0,0,0,true
fr3,Forest Fire,Q1,timber_m3_c5,2229.05,0,2229.05,false
fr3,Forest Fire,Q1,timber_m_c5,0,2229.05,2229.05,false
fr3,Forest Fire,Q2,fire_burnt_forest_area_lost_ha_c4,6466.684,6466.684,0.000,true
fr3,Forest Fire,Q2,forest_type_c3,0.0,0,0.0,true
fr3,Forest Fire,Q2,timber_m3_c5,1067.19,0,1067.19,false
fr3,Forest Fire,Q2,timber_m_c5,0,1067.19,1067.19,false
fr3,Forest Fire,Q3,fire_burnt_forest_area_lost_ha_c4,250.69,250.69,0.00,true
fr3,Forest Fire,Q3,forest_type_c3,0.0,0,0.0,true
fr3,Forest Fire,Q3,timber_m3_c5,144.58,0,144.58,false
fr3,Forest Fire,Q3,timber_m_c5,0,144.58,144.58,false
fr3,Forest Fire,Q4,fire_burnt_forest_area_lost_ha_c4,47.83,0,47.83,false
fr3,Forest Fire,Q4,forest_type_c3,0,0,0,true
fr3,Forest Fire,Q4,timber_m3_c5,608.70,0,608.70,false
fr3,Forest Fire,Q4,timber_m_c5,0,0,0,true
fr3,Forest Pest & Disease,Q1,forest_type_c3,0.0,0,0.0,true
fr3,Forest Pest & Disease,Q1,pest_and_disease_forest_area_lost_ha_c4,3.395,3.395,0.000,true
fr3,Forest Pest & Disease,Q1,timber_volume_m3_c5,2427.47,0,2427.47,false
fr3,Forest Pest & Disease,Q1,timber_volume_m_c5,0,2427.47,2427.47,false
fr3,Forest Pest & Disease,Q2,forest_type_c3,0.0,0,0.0,true
fr3,Forest Pest & Disease,Q2,pest_and_disease_forest_area_lost_ha_c4,3.035,3.035,0.000,true
fr3,Forest Pest & Disease,Q2,timber_volume_m3_c5,59.59,0,59.59,false
fr3,Forest Pest & Disease,Q2,timber_volume_m_c5,0,59.59,59.59,false
fr3,Forest Pest & Disease,Q3,forest_type_c3,0.0,0,0.0,true
fr3,Forest Pest & Disease,Q3,pest_and_disease_forest_area_lost_ha_c4,0.0,0,0.0,true
fr3,Forest Pest & Disease,Q3,timber_volume_m3_c5,0.0,0,0.0,true
fr3,Forest Pest & Disease,Q3,timber_volume_m_c5,0,0,0,true
fr3,Forest Pest & Disease,Q4,forest_type_c3,0.0,0,0.0,true
fr3,Forest Pest & Disease,Q4,pest_and_disease_forest_area_lost_ha_c4,110.92,110.92,0.00,true
fr3,Forest Pest & Disease,Q4,timber_volume_m3_c5,694.31,0,694.31,false
fr3,Forest Pest & Disease,Q4,timber_volume_m_c5,0,694.31,694.31,false
fr3,Forest_offence,Q1,compensation_nu_c14,1211681.19,0,1211681.19,false
fr3,Forest_offence,Q1,fair_market_value_nu_c15,511472.021,0,511472.021,false
fr3,Forest_offence,Q1,fine_nu_c13,1156368.45,0,1156368.45,false
fr3,Forest_offence,Q1,forest_fire_c4,0.0,0,0.0,true
fr3,Forest_offence,Q1,grazing_c5,0.0,0,0.0,true
fr3,Forest_offence,Q1,illegal_timber_c6,88.0,0,88.0,false
fr3,Forest_offence,Q1,land_related_c7,5.0,0,5.0,false
fr3,Forest_offence,Q1,metric_c10,0,6,6,false
fr3,Forest_offence,Q1,metric_c11,0,0,0,true
fr3,Forest_offence,Q1,metric_c12,0,3,3,false
fr3,Forest_offence,Q1,metric_c13,0,1156368.45,1156368.45,false
fr3,Forest_offence,Q1,metric_c14,0,1211681.19,1211681.19,false
fr3,Forest_offence,Q1,metric_c15,0,511472.021,511472.021,false
fr3,Forest_offence,Q1,metric_c16,0,988,988,false
fr3,Forest_offence,Q1,metric_c17,0,2878533.661,2878533.661,false
fr3,Forest_offence,Q1,metric_c18,2878533.661,0,2878533.661,false
