pack,sheet_name,office,quarter,metric_name,metric_value
fr4,Forestry Clearance,Jigme Dorji National Park,Q1,volume_of_timber_m3_111_16_c5,0
fr4,Forestry Clearance,Jigme Dorji National Park,Q1,volume_of_poles_m3_18_25_c6,0
fr4,Forestry Clearance,Jigme Khesar Strict Nature Reserve,Q1,total_forestry_clearance_area_acre_12_67_c3,13.452
fr4,Forestry Clearance,Jigme Khesar Strict Nature Reserve,Q1,total_forest_area_acre_5_809_c4,11.589
fr4,Forestry Clearance,Jigme Khesar Strict Nature Reserve,Q1,volume_of_timber_m3_111_16_c5,335.19
fr4,Forestry Clearance,Jigme Khesar Strict Nature Reserve,Q1,volume_of_poles_m3_18_25_c6,18.47
fr4,Forestry Clearance,Jigme Singye Wangchuck National Park,Q1,total_forestry_clearance_area_acre_12_67_c3,0.01
fr4,Forestry Clearance,Jigme Singye Wangchuck National Park,Q1,total_forest_area_acre_5_809_c4,0.741316
fr4,Forestry Clearance,Jigme Singye Wangchuck National Park,Q1,volume_of_timber_m3_111_16_c5,11.62
fr4,Forestry Clearance,Jigme Singye Wangchuck National Park,Q1,volume_of_poles_m3_18_25_c6,0
fr4,Forestry Clearance,Jomotsangkha Wildlife Sanctuary,Q1,total_forestry_clearance_area_acre_12_67_c3,159.99
fr4,Forestry Clearance,Jomotsangkha Wildlife Sanctuary,Q1,total_forest_area_acre_5_809_c4,118.05
fr4,Forestry Clearance,Jomotsangkha Wildlife Sanctuary,Q1,volume_of_timber_m3_111_16_c5,517.08
fr4,Forestry Clearance,Jomotsangkha Wildlife Sanctuary,Q1,volume_of_poles_m3_18_25_c6,108.43
fr4,Forestry Clearance,Phibsoo Wildlife Sanctuary,Q1,total_forestry_clearance_area_acre_12_67_c3,0.0
fr4,Forestry Clearance,Phibsoo Wildlife Sanctuary,Q1,total_forest_area_acre_5_809_c4,0.0
fr4,Forestry Clearance,Phibsoo Wildlife Sanctuary,Q1,volume_of_timber_m3_111_16_c5,0.0
fr4,Forestry Clearance,Phibsoo Wildlife Sanctuary,Q1,volume_of_poles_m3_18_25_c6,0.0
fr4,Forestry Clearance,Phrumsengla National Park,Q1,total_forestry_clearance_area_acre_12_67_c3,13.575
fr4,Forestry Clearance,Phrumsengla National Park,Q1,total_forest_area_acre_5_809_c4,2.851
fr4,Forestry Clearance,Phrumsengla National Park,Q1,volume_of_timber_m3_111_16_c5,70.01
fr4,Forestry Clearance,Phrumsengla National Park,Q1,volume_of_poles_m3_18_25_c6,20.11
fr4,Forestry Clearance,Royal Manas National Park,Q1,total_forestry_clearance_area_acre_12_67_c3,54.045
fr4,Forestry Clearance,Royal Manas National Park,Q1,total_forest_area_acre_5_809_c4,46.553
fr4,Forestry Clearance,Royal Manas National Park,Q1,volume_of_timber_m3_111_16_c5,63.4
fr4,Forestry Clearance,Royal Manas National Park,Q1,volume_of_poles_m3_18_25_c6,0
fr4,Forestry Clearance,Sakteng Wildlife Sanctuary,Q1,total_forestry_clearance_area_acre_12_67_c3,0.736
fr4,Forestry Clearance,Sakteng Wildlife Sanctuary,Q1,total_forest_area_acre_5_809_c4,0.0
fr4,Forestry Clearance,Sakteng Wildlife Sanctuary,Q1,volume_of_timber_m3_111_16_c5,0.0
fr4,Forestry Clearance,Sakteng Wildlife Sanctuary,Q1,volume_of_poles_m3_18_25_c6,0.44
fr4,Forestry Clearance,Wangchuck Centennial National Park,Q1,total_forestry_clearance_area_acre_12_67_c3,318.88
fr4,Forestry Clearance,Wangchuck Centennial National Park,Q1,total_forest_area_acre_5_809_c4,18.957
fr4,Forestry Clearance,Wangchuck Centennial National Park,Q1,volume_of_timber_m3_111_16_c5,50.22
fr4,Forestry Clearance,Wangchuck Centennial National Park,Q1,volume_of_poles_m3_18_25_c6,0
fr4,CF_timber_removal,"Divisional Forest Office, Bumthang",Q1,volume_of_timber_m3_rural_c3,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Bumthang",Q1,commercial_c4,1318.12
fr4,CF_timber_removal,"Divisional Forest Office, Bumthang",Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Bumthang",Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Dagana",Q1,volume_of_timber_m3_rural_c3,0
fr4,CF_timber_removal,"Divisional Forest Office, Dagana",Q1,commercial_c4,0
fr4,CF_timber_removal,"Divisional Forest Office, Dagana",Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,"Divisional Forest Office, Dagana",Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,"Divisional Forest Office, Gedu",Q1,volume_of_timber_m3_rural_c3,191.16
fr4,CF_timber_removal,"Divisional Forest Office, Gedu",Q1,commercial_c4,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Gedu",Q1,firewood_standing_form_m3_c5,250.95
fr4,CF_timber_removal,"Divisional Forest Office, Gedu",Q1,firewood_other_form_m3_c6,200.0
fr4,CF_timber_removal,"Divisional Forest Office, Mongar",Q1,volume_of_timber_m3_rural_c3,0
fr4,CF_timber_removal,"Divisional Forest Office, Mongar",Q1,commercial_c4,0
fr4,CF_timber_removal,"Divisional Forest Office, Mongar",Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,"Divisional Forest Office, Mongar",Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,"Divisional Forest Office, Paro",Q1,volume_of_timber_m3_rural_c3,399.43
fr4,CF_timber_removal,"Divisional Forest Office, Paro",Q1,commercial_c4,0
fr4,CF_timber_removal,"Divisional Forest Office, Paro",Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,"Divisional Forest Office, Paro",Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,"Divisional Forest Office, Pema Gatshel",Q1,volume_of_timber_m3_rural_c3,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Pema Gatshel",Q1,commercial_c4,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Pema Gatshel",Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Pema Gatshel",Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Samdrup Jongkhar",Q1,volume_of_timber_m3_rural_c3,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Samdrup Jongkhar",Q1,commercial_c4,148.28
fr4,CF_timber_removal,"Divisional Forest Office, Samdrup Jongkhar",Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Samdrup Jongkhar",Q1,firewood_other_form_m3_c6,144.0
fr4,CF_timber_removal,"Divisional Forest Office, Samtse",Q1,volume_of_timber_m3_rural_c3,64.9
fr4,CF_timber_removal,"Divisional Forest Office, Samtse",Q1,commercial_c4,112.0
fr4,CF_timber_removal,"Divisional Forest Office, Samtse",Q1,firewood_standing_form_m3_c5,177.56
fr4,CF_timber_removal,"Divisional Forest Office, Samtse",Q1,firewood_other_form_m3_c6,378.02
fr4,CF_timber_removal,"Divisional Forest Office, Sarpang",Q1,volume_of_timber_m3_rural_c3,184.99
fr4,CF_timber_removal,"Divisional Forest Office, Sarpang",Q1,commercial_c4,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Sarpang",Q1,firewood_standing_form_m3_c5,76.0
fr4,CF_timber_removal,"Divisional Forest Office, Sarpang",Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Thimphu",Q1,volume_of_timber_m3_rural_c3,41.759
fr4,CF_timber_removal,"Divisional Forest Office, Thimphu",Q1,commercial_c4,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Thimphu",Q1,firewood_standing_form_m3_c5,228.011
fr4,CF_timber_removal,"Divisional Forest Office, Thimphu",Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,"Divisional Forest Office, Trashigang",Q1,volume_of_timber_m3_rural_c3,315.52
fr4,CF_timber_removal,"Divisional Forest Office, Trashigang",Q1,commercial_c4,6.23
fr4,CF_timber_removal,"Divisional Forest Office, Trashigang",Q1,firewood_standing_form_m3_c5,387.05
fr4,CF_timber_removal,"Divisional Forest Office, Trashigang",Q1,firewood_other_form_m3_c6,47.26
fr4,CF_timber_removal,"Divisional Forest Office, Tsirang",Q1,volume_of_timber_m3_rural_c3,0
fr4,CF_timber_removal,"Divisional Forest Office, Tsirang",Q1,commercial_c4,0
fr4,CF_timber_removal,"Divisional Forest Office, Tsirang",Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,"Divisional Forest Office, Tsirang",Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,"Divisional Forest Office, Wangdue",Q1,volume_of_timber_m3_rural_c3,0
fr4,CF_timber_removal,"Divisional Forest Office, Wangdue",Q1,commercial_c4,0
fr4,CF_timber_removal,"Divisional Forest Office, Wangdue",Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,"Divisional Forest Office, Wangdue",Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,"Divisional Forest Office, Zhemgang",Q1,volume_of_timber_m3_rural_c3,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Zhemgang",Q1,commercial_c4,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Zhemgang",Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,"Divisional Forest Office, Zhemgang",Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,Bumdeling Wildlife Sanctuary,Q1,volume_of_timber_m3_rural_c3,111.83
fr4,CF_timber_removal,Bumdeling Wildlife Sanctuary,Q1,commercial_c4,0
fr4,CF_timber_removal,Bumdeling Wildlife Sanctuary,Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,Bumdeling Wildlife Sanctuary,Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,Jigme Dorji National Park,Q1,volume_of_timber_m3_rural_c3,0
fr4,CF_timber_removal,Jigme Dorji National Park,Q1,commercial_c4,0
fr4,CF_timber_removal,Jigme Dorji National Park,Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,Jigme Dorji National Park,Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,Jigme Khesar Strict Nature Reserve,Q1,volume_of_timber_m3_rural_c3,62.51
fr4,CF_timber_removal,Jigme Khesar Strict Nature Reserve,Q1,commercial_c4,0.0
fr4,CF_timber_removal,Jigme Khesar Strict Nature Reserve,Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,Jigme Khesar Strict Nature Reserve,Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,Jigme Singye Wangchuck National Park,Q1,volume_of_timber_m3_rural_c3,1.95
fr4,CF_timber_removal,Jigme Singye Wangchuck National Park,Q1,commercial_c4,0.0
fr4,CF_timber_removal,Jigme Singye Wangchuck National Park,Q1,firewood_standing_form_m3_c5,76.86
fr4,CF_timber_removal,Jigme Singye Wangchuck National Park,Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,Jomotsangkha Wildlife Sanctuary,Q1,volume_of_timber_m3_rural_c3,3.08
fr4,CF_timber_removal,Jomotsangkha Wildlife Sanctuary,Q1,commercial_c4,0.0
fr4,CF_timber_removal,Jomotsangkha Wildlife Sanctuary,Q1,firewood_standing_form_m3_c5,9.86
fr4,CF_timber_removal,Jomotsangkha Wildlife Sanctuary,Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,Phibsoo Wildlife Sanctuary,Q1,volume_of_timber_m3_rural_c3,0.0
fr4,CF_timber_removal,Phibsoo Wildlife Sanctuary,Q1,commercial_c4,0.0
fr4,CF_timber_removal,Phibsoo Wildlife Sanctuary,Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,Phibsoo Wildlife Sanctuary,Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,Phrumsengla National Park,Q1,volume_of_timber_m3_rural_c3,6.5
fr4,CF_timber_removal,Phrumsengla National Park,Q1,commercial_c4,0.0
fr4,CF_timber_removal,Phrumsengla National Park,Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,Phrumsengla National Park,Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,Royal Manas National Park,Q1,volume_of_timber_m3_rural_c3,0
fr4,CF_timber_removal,Royal Manas National Park,Q1,commercial_c4,0
fr4,CF_timber_removal,Royal Manas National Park,Q1,firewood_standing_form_m3_c5,0
fr4,CF_timber_removal,Royal Manas National Park,Q1,firewood_other_form_m3_c6,0
fr4,CF_timber_removal,Sakteng Wildlife Sanctuary,Q1,volume_of_timber_m3_rural_c3,0.0
fr4,CF_timber_removal,Sakteng Wildlife Sanctuary,Q1,commercial_c4,0.0
fr4,CF_timber_removal,Sakteng Wildlife Sanctuary,Q1,firewood_standing_form_m3_c5,16.47
fr4,CF_timber_removal,Sakteng Wildlife Sanctuary,Q1,firewood_other_form_m3_c6,0.0
fr4,CF_timber_removal,Wangchuck Centennial National Park,Q1,volume_of_timber_m3_rural_c3,0.0
fr4,CF_timber_removal,Wangchuck Centennial National Park,Q1,commercial_c4,0.0
fr4,CF_timber_removal,Wangchuck Centennial National Park,Q1,firewood_standing_form_m3_c5,0.0
fr4,CF_timber_removal,Wangchuck Centennial National Park,Q1,firewood_other_form_m3_c6,8.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,new_plantation_creation_c3,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c4,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c5,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c6,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c7,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c8,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,plantation_maintained_c9,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c10,0.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c11,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c12,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,reforestation_sl_no_c13,1.0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,new_plantation_creation_c15,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c16,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c17,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c18,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c19,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c20,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,plantation_maintained_c21,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,metric_c22,0
fr4,Plantation,"Divisional Forest Office, Bumthang",Q1,enrichment_plantation_sl_no_c25,1.0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,new_plantation_creation_c3,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c4,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c5,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c6,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c7,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c8,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,plantation_maintained_c9,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c10,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c11,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c12,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,reforestation_sl_no_c13,2.0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,new_plantation_creation_c15,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c16,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c17,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c18,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c19,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c20,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,plantation_maintained_c21,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,metric_c22,0
fr4,Plantation,"Divisional Forest Office, Dagana",Q1,enrichment_plantation_sl_no_c25,2.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,new_plantation_creation_c3,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c4,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c5,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c6,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c7,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c8,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,plantation_maintained_c9,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c10,0.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c11,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c12,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,reforestation_sl_no_c13,3.0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,new_plantation_creation_c15,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c16,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c17,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c18,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c19,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c20,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,plantation_maintained_c21,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,metric_c22,0
fr4,Plantation,"Divisional Forest Office, Gedu",Q1,enrichment_plantation_sl_no_c25,3.0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,new_plantation_creation_c3,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c4,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c5,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c6,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c7,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c8,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,plantation_maintained_c9,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c10,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c11,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c12,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,reforestation_sl_no_c13,4.0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,new_plantation_creation_c15,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c16,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c17,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c18,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c19,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c20,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,plantation_maintained_c21,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,metric_c22,0
fr4,Plantation,"Divisional Forest Office, Mongar",Q1,enrichment_plantation_sl_no_c25,4.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,new_plantation_creation_c3,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c4,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c5,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c6,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c7,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c8,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,plantation_maintained_c9,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c10,0.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c11,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c12,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,reforestation_sl_no_c13,5.0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,new_plantation_creation_c15,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c16,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c17,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c18,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c19,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c20,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,plantation_maintained_c21,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,metric_c22,0
fr4,Plantation,"Divisional Forest Office, Paro",Q1,enrichment_plantation_sl_no_c25,5.0
