pack,sheet_name,office,quarter,metric_name,metric_value
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,fee_collection_general_cordyceps_certificate_of_origin_c3,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,certificate_of_origin_timber_approval_c4,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,certificate_of_origin_nwfp_c5,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,certificate_of_origin_timber_transit_c6,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,cordyceps_collection_permit_c7,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,costdmo_c8,10710.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,export_fee_c9,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,export_service_charge_c10,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,fishing_fee_c11,17490.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,forestry_clearance_fee_c12,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,free_grant_permit_c13,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,g2c_permit_c14,1630.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,gfpmo_c15,14010.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,import_fee_c16,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,import_service_charge_c17,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,internal_movement_of_cordyceps_c18,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,internal_movement_order_imo_c19,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,itmo_c20,1620.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,marking_fee_c21,66785.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,mobile_sawmill_registration_c22,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,mobile_sawmill_renewal_c23,1000.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,non_wood_based_industry_registration_c24,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,non_wood_based_industry_renewal_c25,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,power_chain_registration_c26,17000.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,power_chain_renewal_c27,7300.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,primary_wood_based_industry_except_power_chain_registration_c28,5000.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,primary_wood_based_industry_except_power_chain_renewal_c29,2500.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,research_fee_c30,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,sale_of_seedling_c31,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,secondary_wood_based_industry_registration_c32,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,secondary_wood_based_industry_renewal_c33,3000.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,service_charge_c34,3160.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,stationed_sawmill_registration_c35,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,stationed_sawmill_renewal_c36,0.0
fr2,Fee collection General,"Divisional Forest Office, Bumthang",Q1,total_fee_amount_nu_c37,151205
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,fee_collection_general_cordyceps_certificate_of_origin_c3,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,certificate_of_origin_timber_approval_c4,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,certificate_of_origin_nwfp_c5,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,certificate_of_origin_timber_transit_c6,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,cordyceps_collection_permit_c7,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,costdmo_c8,640.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,export_fee_c9,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,export_service_charge_c10,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,fishing_fee_c11,18650.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,forestry_clearance_fee_c12,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,free_grant_permit_c13,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,g2c_permit_c14,200.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,gfpmo_c15,2150.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,import_fee_c16,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,import_service_charge_c17,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,internal_movement_of_cordyceps_c18,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,internal_movement_order_imo_c19,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,itmo_c20,120.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,marking_fee_c21,1485.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,mobile_sawmill_registration_c22,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,mobile_sawmill_renewal_c23,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,non_wood_based_industry_registration_c24,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,non_wood_based_industry_renewal_c25,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,power_chain_registration_c26,500.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,power_chain_renewal_c27,600.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,primary_wood_based_industry_except_power_chain_registration_c28,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,primary_wood_based_industry_except_power_chain_renewal_c29,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,research_fee_c30,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,sale_of_seedling_c31,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,secondary_wood_based_industry_registration_c32,1000.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,secondary_wood_based_industry_renewal_c33,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,service_charge_c34,6302.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,stationed_sawmill_registration_c35,0.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,stationed_sawmill_renewal_c36,500.0
fr2,Fee collection General,"Divisional Forest Office, Dagana",Q1,total_fee_amount_nu_c37,32147.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,fee_collection_general_cordyceps_certificate_of_origin_c3,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,certificate_of_origin_timber_approval_c4,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,certificate_of_origin_nwfp_c5,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,certificate_of_origin_timber_transit_c6,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,cordyceps_collection_permit_c7,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,costdmo_c8,1980.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,export_fee_c9,620.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,export_service_charge_c10,177053.6
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,fishing_fee_c11,107300.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,forestry_clearance_fee_c12,1094.87
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,free_grant_permit_c13,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,g2c_permit_c14,860.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,gfpmo_c15,4990.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,import_fee_c16,7300.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,import_service_charge_c17,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,internal_movement_of_cordyceps_c18,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,internal_movement_order_imo_c19,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,itmo_c20,790.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,marking_fee_c21,40655.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,mobile_sawmill_registration_c22,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,mobile_sawmill_renewal_c23,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,non_wood_based_industry_registration_c24,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,non_wood_based_industry_renewal_c25,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,power_chain_registration_c26,53000.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,power_chain_renewal_c27,2800.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,primary_wood_based_industry_except_power_chain_registration_c28,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,primary_wood_based_industry_except_power_chain_renewal_c29,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,research_fee_c30,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,sale_of_seedling_c31,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,secondary_wood_based_industry_registration_c32,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,secondary_wood_based_industry_renewal_c33,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,service_charge_c34,9789.34
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,stationed_sawmill_registration_c35,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,stationed_sawmill_renewal_c36,0.0
fr2,Fee collection General,"Divisional Forest Office, Gedu",Q1,total_fee_amount_nu_c37,408232.81
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,fee_collection_general_cordyceps_certificate_of_origin_c3,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,certificate_of_origin_timber_approval_c4,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,certificate_of_origin_nwfp_c5,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,certificate_of_origin_timber_transit_c6,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,cordyceps_collection_permit_c7,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,costdmo_c8,1850.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,export_fee_c9,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,export_service_charge_c10,0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,fishing_fee_c11,16250.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,forestry_clearance_fee_c12,37.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,free_grant_permit_c13,0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,g2c_permit_c14,1960.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,gfpmo_c15,3980.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,import_fee_c16,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,import_service_charge_c17,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,internal_movement_of_cordyceps_c18,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,internal_movement_order_imo_c19,20.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,itmo_c20,430.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,marking_fee_c21,25440.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,mobile_sawmill_registration_c22,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,mobile_sawmill_renewal_c23,900.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,non_wood_based_industry_registration_c24,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,non_wood_based_industry_renewal_c25,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,power_chain_registration_c26,7000.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,power_chain_renewal_c27,7900.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,primary_wood_based_industry_except_power_chain_registration_c28,2000.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,primary_wood_based_industry_except_power_chain_renewal_c29,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,research_fee_c30,0.0
fr2,Fee collection General,"Divisional Forest Office, Mongar",Q1,sale_of_seedling_c31,0.0
