pack,sheet_name,office,quarter,metric_name,metric_value
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,illegal_timber_c6,7.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,land_related_c7,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,nwfp_c8,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,others_c9,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,wildlife_and_poaching_c12,1.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,fine_nu_c13,272360.25
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,compensation_nu_c14,32452.13
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,fair_market_value_nu_c15,15242.67
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Gedu",Q1,metric_c18,320055.05
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,offence_cases_no_s_aquatic_and_fishing_c3,1.0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,forest_fire_c4,0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,grazing_c5,0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,illegal_timber_c6,14.0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,land_related_c7,0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,nwfp_c8,1.0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,others_c9,7.0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,timber_misuse_c10,0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,waste_pollution_c11,0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,wildlife_and_poaching_c12,1.0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,fine_nu_c13,177455.55
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,compensation_nu_c14,385165.36
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,fair_market_value_nu_c15,155032.765
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Mongar",Q1,metric_c18,717653.675
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,illegal_timber_c6,20.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,land_related_c7,4.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,nwfp_c8,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,others_c9,1.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,fine_nu_c13,332862.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,compensation_nu_c14,358638.1
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,fair_market_value_nu_c15,79388.51
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Paro",Q1,metric_c18,770888.61
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,illegal_timber_c6,7.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,land_related_c7,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,nwfp_c8,1.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,others_c9,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,fine_nu_c13,18832.0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,compensation_nu_c14,20498.44
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,fair_market_value_nu_c15,18713.44
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,reward_nu_c16,0
fr3,Forest_offence,"Divisional Forest Office, Pema Gatshel",Q1,metric_c18,58043.88
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,offence_cases_no_s_aquatic_and_fishing_c3,1.0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,forest_fire_c4,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,grazing_c5,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,illegal_timber_c6,2.0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,land_related_c7,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,nwfp_c8,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,others_c9,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,timber_misuse_c10,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,waste_pollution_c11,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,wildlife_and_poaching_c12,0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,fine_nu_c13,32856.25
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,compensation_nu_c14,81805.73
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,fair_market_value_nu_c15,0.0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Samdrup Jongkhar",Q1,metric_c18,114661.98
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,illegal_timber_c6,1.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,land_related_c7,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,nwfp_c8,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,others_c9,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,fine_nu_c13,4741.25
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,compensation_nu_c14,4114.18
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,fair_market_value_nu_c15,16207.7
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Samtse",Q1,metric_c18,25063.13
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,offence_cases_no_s_aquatic_and_fishing_c3,1.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,illegal_timber_c6,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,land_related_c7,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,nwfp_c8,1.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,others_c9,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,fine_nu_c13,15202.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,compensation_nu_c14,3952.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,fair_market_value_nu_c15,0.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,reward_nu_c16,988.0
fr3,Forest_offence,"Divisional Forest Office, Sarpang",Q1,metric_c18,18166
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,offence_cases_no_s_aquatic_and_fishing_c3,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,forest_fire_c4,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,grazing_c5,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,illegal_timber_c6,3.0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,land_related_c7,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,nwfp_c8,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,others_c9,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,timber_misuse_c10,3.0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,waste_pollution_c11,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,wildlife_and_poaching_c12,0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,fine_nu_c13,7827.25
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,compensation_nu_c14,19844.73
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,fair_market_value_nu_c15,19844.73
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Thimphu",Q1,metric_c18,47516.71
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,offence_cases_no_s_aquatic_and_fishing_c3,4.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,illegal_timber_c6,11.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,land_related_c7,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,nwfp_c8,1.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,others_c9,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,fine_nu_c13,46697.25
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,compensation_nu_c14,31013.3
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,fair_market_value_nu_c15,27513.3
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Trashigang",Q1,metric_c18,105223.85
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,illegal_timber_c6,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,land_related_c7,1.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,nwfp_c8,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,others_c9,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,fine_nu_c13,7500.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,compensation_nu_c14,2500.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,fair_market_value_nu_c15,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Tsirang",Q1,metric_c18,10000
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,offence_cases_no_s_aquatic_and_fishing_c3,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,forest_fire_c4,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,grazing_c5,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,illegal_timber_c6,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,land_related_c7,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,nwfp_c8,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,others_c9,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,timber_misuse_c10,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,waste_pollution_c11,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,wildlife_and_poaching_c12,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,fine_nu_c13,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,compensation_nu_c14,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,fair_market_value_nu_c15,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,reward_nu_c16,0
fr3,Forest_offence,"Divisional Forest Office, Wangdue",Q1,metric_c18,0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,forest_fire_c4,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,grazing_c5,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,illegal_timber_c6,2.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,land_related_c7,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,nwfp_c8,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,others_c9,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,timber_misuse_c10,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,waste_pollution_c11,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,fine_nu_c13,9742.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,compensation_nu_c14,10518.01
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,fair_market_value_nu_c15,911.61
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,reward_nu_c16,0.0
fr3,Forest_offence,"Divisional Forest Office, Zhemgang",Q1,metric_c18,21171.62
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,offence_cases_no_s_aquatic_and_fishing_c3,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,forest_fire_c4,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,grazing_c5,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,illegal_timber_c6,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,land_related_c7,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,nwfp_c8,3.0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,others_c9,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,timber_misuse_c10,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,waste_pollution_c11,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,wildlife_and_poaching_c12,0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,fine_nu_c13,4500.0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,compensation_nu_c14,8467.2
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,fair_market_value_nu_c15,8467.2
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,reward_nu_c16,0.0
fr3,Forest_offence,Bumdeling Wildlife Sanctuary,Q1,metric_c18,21434.4
fr3,Forest_offence,Jigme Dorji National Park,Q1,offence_cases_no_s_aquatic_and_fishing_c3,1.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,forest_fire_c4,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,grazing_c5,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,illegal_timber_c6,6.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,land_related_c7,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,nwfp_c8,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,others_c9,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,timber_misuse_c10,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,waste_pollution_c11,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,fine_nu_c13,39391.5
fr3,Forest_offence,Jigme Dorji National Park,Q1,compensation_nu_c14,29620.46
fr3,Forest_offence,Jigme Dorji National Park,Q1,fair_market_value_nu_c15,29620.46
fr3,Forest_offence,Jigme Dorji National Park,Q1,reward_nu_c16,0.0
fr3,Forest_offence,Jigme Dorji National Park,Q1,metric_c18,98632.42
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,forest_fire_c4,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,grazing_c5,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,illegal_timber_c6,1.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,land_related_c7,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,nwfp_c8,2.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,others_c9,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,timber_misuse_c10,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,waste_pollution_c11,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,wildlife_and_poaching_c12,1.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,fine_nu_c13,63687.5
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,compensation_nu_c14,79542.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,fair_market_value_nu_c15,57000.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,reward_nu_c16,0.0
fr3,Forest_offence,Jigme Khesar Strict Nature Reserve,Q1,metric_c18,200229.5
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,forest_fire_c4,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,grazing_c5,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,illegal_timber_c6,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,land_related_c7,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,nwfp_c8,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,others_c9,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,timber_misuse_c10,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,waste_pollution_c11,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,fine_nu_c13,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,compensation_nu_c14,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,fair_market_value_nu_c15,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,reward_nu_c16,0.0
fr3,Forest_offence,Jigme Singye Wangchuck National Park,Q1,metric_c18,0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,forest_fire_c4,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,grazing_c5,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,illegal_timber_c6,1.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,land_related_c7,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,nwfp_c8,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,others_c9,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,timber_misuse_c10,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,waste_pollution_c11,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,fine_nu_c13,7500.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,compensation_nu_c14,4842.54
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,fair_market_value_nu_c15,426.27
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,reward_nu_c16,0.0
fr3,Forest_offence,Jomotsangkha Wildlife Sanctuary,Q1,metric_c18,12768.81
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,forest_fire_c4,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,grazing_c5,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,illegal_timber_c6,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,land_related_c7,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,nwfp_c8,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,others_c9,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,timber_misuse_c10,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,waste_pollution_c11,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,wildlife_and_poaching_c12,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,fine_nu_c13,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,compensation_nu_c14,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,fair_market_value_nu_c15,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,reward_nu_c16,0.0
fr3,Forest_offence,Phibsoo Wildlife Sanctuary,Q1,metric_c18,0
fr3,Forest_offence,Phrumsengla National Park,Q1,offence_cases_no_s_aquatic_and_fishing_c3,0.0
fr3,Forest_offence,Phrumsengla National Park,Q1,forest_fire_c4,0.0
