record_id,pack,office,quarter,month,sheet_name,metric_name,metric_unit,metric_kind,species,metric_value
15,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Firewood,other_form_c10,value,decimal,Cypress,0
16,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Firewood,royalty_nu_c11,nu,decimal,Oak,2841.857652408218255304816437
17,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Firewood,royalty_nu_c11,nu,decimal,Blue Pine,4757.929901361689842659866237
18,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Firewood,royalty_nu_c11,nu,decimal,Hemlock,1602.418177837655776355675312
19,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Firewood,royalty_nu_c11,nu,decimal,Oak,2114.635511716306596737718327
20,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Firewood,royalty_nu_c11,nu,decimal,Blue Pine,6122.578057547033633257951210
21,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Firewood,royalty_nu_c11,nu,decimal,Hemlock,8845.55069912909589568397248
22,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,fee_collection_general_cordyceps_certificate_of_origin_c3,nu,decimal,Oak,0
23,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,certificate_of_origin_timber_approval_c4,value,decimal,Broadleaf Mixed,0
24,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,certificate_of_origin_nwfp_c5,value,decimal,Blue Pine,0
25,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,certificate_of_origin_timber_transit_c6,value,decimal,Chir Pine,0
26,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,cordyceps_collection_permit_c7,value,decimal,Hemlock,0
27,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,costdmo_c8,value,decimal,Cypress,0
28,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,export_fee_c9,nu,decimal,Oak,0
29,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,export_service_charge_c10,ha,decimal,Broadleaf Mixed,0
30,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,fishing_fee_c11,nu,decimal,Blue Pine,537.109375
31,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,fishing_fee_c11,nu,decimal,Hemlock,1404.622395833333333333333333
32,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,fishing_fee_c11,nu,decimal,Oak,735.6770833333333333333333333
33,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,fishing_fee_c11,nu,decimal,Blue Pine,2823.2421875
34,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,fishing_fee_c11,nu,decimal,Hemlock,2258.7890625
35,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,fishing_fee_c11,nu,decimal,Oak,1490.559895833333333333333334
36,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,forestry_clearance_fee_c12,nu,decimal,Blue Pine,0
37,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,free_grant_permit_c13,value,decimal,Chir Pine,0
38,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,g2c_permit_c14,value,decimal,Hemlock,40.61676028889143643242003898
39,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,g2c_permit_c14,value,decimal,Oak,30.13298177232603462111658833
40,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,g2c_permit_c14,value,decimal,Blue Pine,29.25025793878252894646337269
41,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,gfpmo_c15,value,decimal,Broadleaf Mixed,84.88180835565581089336904930
42,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,gfpmo_c15,value,decimal,Chir Pine,85.32637811927252220499083604
43,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,gfpmo_c15,value,decimal,Cypress,49.7918135250716669016401147
44,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,import_fee_c16,nu,decimal,Hemlock,0
45,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,import_service_charge_c17,ha,decimal,Cypress,0
46,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,internal_movement_of_cordyceps_c18,value,decimal,Oak,0
47,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,internal_movement_order_imo_c19,value,decimal,Broadleaf Mixed,0
48,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,itmo_c20,value,decimal,Blue Pine,0
49,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,marking_fee_c21,nu,decimal,Chir Pine,153.3841632912397744420617902
50,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,marking_fee_c21,nu,decimal,Cypress,80.95544436502263521563021206
51,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,marking_fee_c21,nu,decimal,Broadleaf Mixed,182.4525454689857834961480423
52,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,marking_fee_c21,nu,decimal,Chir Pine,193.2078468747518068461599554
53,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,mobile_sawmill_registration_c22,value,decimal,Broadleaf Mixed,0
54,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,mobile_sawmill_renewal_c23,value,decimal,Blue Pine,0
55,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,non_wood_based_industry_registration_c24,value,decimal,Chir Pine,0
56,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,non_wood_based_industry_renewal_c25,value,decimal,Hemlock,0
57,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,power_chain_registration_c26,ha,decimal,Cypress,0
58,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,power_chain_renewal_c27,ha,decimal,Oak,0
59,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,primary_wood_based_industry_except_power_chain_registration_c28,ha,decimal,Broadleaf Mixed,0
60,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,primary_wood_based_industry_except_power_chain_renewal_c29,ha,decimal,Blue Pine,0
61,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection General,research_fee_c30,nu,decimal,Chir Pine,0
62,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,sale_of_seedling_c31,value,decimal,Hemlock,0
63,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,secondary_wood_based_industry_registration_c32,value,decimal,Cypress,0
64,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,secondary_wood_based_industry_renewal_c33,value,decimal,Oak,0
65,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,service_charge_c34,ha,decimal,Broadleaf Mixed,0
66,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,stationed_sawmill_registration_c35,value,decimal,Blue Pine,0
67,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,stationed_sawmill_renewal_c36,value,decimal,Chir Pine,0
68,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,total_fee_amount_nu_c37,nu,decimal,Hemlock,803.3557495820174623815716143
69,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,total_fee_amount_nu_c37,nu,decimal,Oak,3223.635147687163291844696266
70,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,total_fee_amount_nu_c37,nu,decimal,Blue Pine,2242.890581460152331413709827
71,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,total_fee_amount_nu_c37,nu,decimal,Hemlock,1576.453278840795095671558610
72,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection General,total_fee_amount_nu_c37,nu,decimal,Oak,2192.208062418725617685305592
73,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection General,total_fee_amount_nu_c37,nu,decimal,Blue Pine,141.45718001114620100315809
74,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Ecotourism,fee_collection_ecotourism_boating_c3,nu,decimal,Hemlock,0
75,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Ecotourism,camping_c4,value,decimal,Cypress,0
76,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection Ecotourism,elephant_safari_c5,ha,decimal,Oak,0
77,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Ecotourism,filming_c6,value,decimal,Broadleaf Mixed,0
78,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Ecotourism,garial_farm_c7,value,decimal,Blue Pine,0
79,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Ecotourism,park_entry_c8,value,decimal,Chir Pine,0
80,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Ecotourism,rafting_c9,value,decimal,Hemlock,0
81,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection Ecotourism,recreational_area_c10,value,decimal,Cypress,0
82,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection Ecotourism,vehicle_c11,value,decimal,Oak,0
83,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection Ecotourism,zoo_c12,value,decimal,Broadleaf Mixed,0
84,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Total,fee_category_nu_general_c3,nu,decimal,Blue Pine,5375.941576336579092412272644
85,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Total,fee_category_nu_general_c3,nu,decimal,Hemlock,4726.746017164903808298994777
86,fr2,Bumdeling Wildlife Sanctuary,Q1,Feb,Fee collection Total,fee_category_nu_general_c3,nu,decimal,Oak,4645.317708196635258917088790
87,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Total,fee_category_nu_general_c3,nu,decimal,Blue Pine,2735.656544447652292590745650
88,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Total,fee_category_nu_general_c3,nu,decimal,Hemlock,2967.113724049237552820135954
89,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection Total,fee_category_nu_general_c3,nu,decimal,Oak,799.22442980499199496076219
90,fr2,Bumdeling Wildlife Sanctuary,Q1,Jan,Fee collection Total,ecotourism_c4,value,decimal,Blue Pine,0
91,fr2,Bumdeling Wildlife Sanctuary,Q1,Mar,Fee collection Total,metric_c6,value,decimal,Chir Pine,0
92,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Firewood,volume_m3_standing_form_c2,m3,decimal,Hemlock,382.5047684024192358754978610
93,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Firewood,volume_m3_standing_form_c2,m3,decimal,Oak,124.5566455229384865024339873
94,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Firewood,volume_m3_standing_form_c2,m3,decimal,Blue Pine,110.7974811919162118306534887
95,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,volume_m3_standing_form_c2,m3,decimal,Hemlock,36.6911048827260657914146630
96,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Firewood,other_form_c3,value,decimal,Blue Pine,14.58281049431370341177795293
97,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Firewood,other_form_c3,value,decimal,Hemlock,15.79718950568629658822204707
98,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Firewood,royalty_nu_c4,nu,decimal,Hemlock,305.9477124183006535947712418
99,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Firewood,royalty_nu_c4,nu,decimal,Oak,304.4056372549019607843137255
100,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,royalty_nu_c4,nu,decimal,Blue Pine,1547.318218954248366013071895
101,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,royalty_nu_c4,nu,decimal,Hemlock,3081.991421568627450980392157
102,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Firewood,royalty_nu_c4,nu,decimal,Oak,2819.838643790849673202614379
103,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,royalty_nu_c4,nu,decimal,Blue Pine,1000.498366013071895424836602
104,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Firewood,sl_no_c7,value,decimal,Hemlock,0.5111538798005423847432420611
105,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,sl_no_c7,value,decimal,Oak,0.4888461201994576152567579389
106,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,volume_m3_standing_form_c9,m3,decimal,Oak,5.571394374143628596759893608
107,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Firewood,volume_m3_standing_form_c9,m3,decimal,Blue Pine,2.318605625856371403240106392
108,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,other_form_c10,value,decimal,Blue Pine,98.26052369845530959820446244
109,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Firewood,other_form_c10,value,decimal,Hemlock,94.19888042952074990098138450
110,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,other_form_c10,value,decimal,Oak,103.3505958720239405008141531
111,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,royalty_nu_c11,nu,decimal,Cypress,5543.695193175132378897823103
112,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,royalty_nu_c11,nu,decimal,Broadleaf Mixed,11787.02404981368895861933712
113,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Firewood,royalty_nu_c11,nu,decimal,Chir Pine,12340.96080604040007844675427
114,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Firewood,royalty_nu_c11,nu,decimal,Cypress,6808.805961953324181212002353
115,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Firewood,royalty_nu_c11,nu,decimal,Broadleaf Mixed,5840.859182192586781721906256
116,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Firewood,royalty_nu_c11,nu,decimal,Chir Pine,1811.83480682486762110217690
117,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,fee_collection_general_cordyceps_certificate_of_origin_c3,nu,decimal,Cypress,0
118,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,certificate_of_origin_timber_approval_c4,value,decimal,Oak,0
119,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,certificate_of_origin_nwfp_c5,value,decimal,Broadleaf Mixed,0
120,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,certificate_of_origin_timber_transit_c6,value,decimal,Blue Pine,0
121,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,cordyceps_collection_permit_c7,value,decimal,Chir Pine,0
122,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,costdmo_c8,value,decimal,Hemlock,1676.293232592978570963329642
123,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,costdmo_c8,value,decimal,Oak,572.0184980134175731127466945
124,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,costdmo_c8,value,decimal,Blue Pine,3892.516120627890314596495799
125,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,costdmo_c8,value,decimal,Hemlock,850.3543281443366117371197812
126,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,costdmo_c8,value,decimal,Oak,1191.472676349899042532404090
127,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,costdmo_c8,value,decimal,Blue Pine,2527.345144271477887057903994
128,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,export_fee_c9,nu,decimal,Hemlock,0
129,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,export_service_charge_c10,ha,decimal,Cypress,0
130,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,fishing_fee_c11,nu,decimal,Oak,554.2078218669711675706537254
131,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,fishing_fee_c11,nu,decimal,Blue Pine,7868.752497858978018840993434
132,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,fishing_fee_c11,nu,decimal,Hemlock,349.5004282043962318013131601
133,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,fishing_fee_c11,nu,decimal,Oak,1562.766200399657436483014559
134,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,fishing_fee_c11,nu,decimal,Blue Pine,2583.806737082500713673993720
135,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,fishing_fee_c11,nu,decimal,Hemlock,4570.96631458749643163003140
136,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,forestry_clearance_fee_c12,nu,decimal,Oak,0
137,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,free_grant_permit_c13,value,decimal,Broadleaf Mixed,0
138,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,g2c_permit_c14,value,decimal,Blue Pine,128.0063846767757382282521947
139,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,g2c_permit_c14,value,decimal,Hemlock,341.3503591380686352753391860
140,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,g2c_permit_c14,value,decimal,Oak,550.8567438148443735035913807
141,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,g2c_permit_c14,value,decimal,Blue Pine,609.786512370311252992817239
142,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,gfpmo_c15,value,decimal,Oak,3348.39
143,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,gfpmo_c15,value,decimal,Blue Pine,115.8664864864864864864864865
144,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,gfpmo_c15,value,decimal,Hemlock,2984.887297297297297297297297
145,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,gfpmo_c15,value,decimal,Oak,2947.022432432432432432432432
146,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,gfpmo_c15,value,decimal,Blue Pine,1140.868378378378378378378378
147,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,gfpmo_c15,value,decimal,Hemlock,3472.96540540540540540540541
148,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,import_fee_c16,nu,decimal,Oak,0
149,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,import_service_charge_c17,ha,decimal,Broadleaf Mixed,0
150,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,internal_movement_of_cordyceps_c18,value,decimal,Blue Pine,0
151,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,internal_movement_order_imo_c19,value,decimal,Chir Pine,0
152,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,itmo_c20,value,decimal,Hemlock,342.9247495203581325943295673
153,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,itmo_c20,value,decimal,Oak,674.3150714133447026220422085
154,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,itmo_c20,value,decimal,Blue Pine,73.76508207205286719249626945
155,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,itmo_c20,value,decimal,Hemlock,528.995096994244297591131955
156,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,marking_fee_c21,nu,decimal,Blue Pine,21897.13387687986023089308348
157,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,marking_fee_c21,nu,decimal,Hemlock,1066.144016991538487890103114
158,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,marking_fee_c21,nu,decimal,Oak,19449.12079065465383166044329
159,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,marking_fee_c21,nu,decimal,Blue Pine,5376.477338905827138501592957
160,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,marking_fee_c21,nu,decimal,Hemlock,3559.914357164879586173820698
161,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,marking_fee_c21,nu,decimal,Oak,15436.20961940324072488095646
162,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,mobile_sawmill_registration_c22,value,decimal,Blue Pine,0
163,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,mobile_sawmill_renewal_c23,value,decimal,Chir Pine,410.5771340794382269036646917
164,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,mobile_sawmill_renewal_c23,value,decimal,Cypress,248.1895984200131665569453588
165,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,mobile_sawmill_renewal_c23,value,decimal,Broadleaf Mixed,10.75268817204301075268817204
166,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,mobile_sawmill_renewal_c23,value,decimal,Chir Pine,330.4805793285055957867017775
167,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,non_wood_based_industry_registration_c24,value,decimal,Broadleaf Mixed,0
168,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,non_wood_based_industry_renewal_c25,value,decimal,Blue Pine,0
169,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,power_chain_registration_c26,ha,decimal,Chir Pine,3271.211158060053098006955091
170,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,power_chain_registration_c26,ha,decimal,Cypress,909.0229218861010357850652507
171,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,power_chain_registration_c26,ha,decimal,Broadleaf Mixed,3808.996746812249934562315372
172,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,power_chain_registration_c26,ha,decimal,Chir Pine,1181.094118086976031110944920
173,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,power_chain_registration_c26,ha,decimal,Cypress,3612.571514041057472983584489
174,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,power_chain_registration_c26,ha,decimal,Broadleaf Mixed,4217.10354111356242755113488
175,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,power_chain_renewal_c27,ha,decimal,Chir Pine,1592.845964676950592443550190
176,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,power_chain_renewal_c27,ha,decimal,Cypress,1439.763022579923988374692600
177,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,power_chain_renewal_c27,ha,decimal,Broadleaf Mixed,1243.921305611446456516879052
178,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,power_chain_renewal_c27,ha,decimal,Chir Pine,1031.759445562262463670914375
179,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,power_chain_renewal_c27,ha,decimal,Cypress,720.0447127207690587972278113
180,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,power_chain_renewal_c27,ha,decimal,Broadleaf Mixed,1271.665548848647440196735972
181,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,primary_wood_based_industry_except_power_chain_registration_c28,ha,decimal,Chir Pine,1479.664981513619557835961669
182,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,primary_wood_based_industry_except_power_chain_registration_c28,ha,decimal,Cypress,505.1686410624009658190598355
183,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,primary_wood_based_industry_except_power_chain_registration_c28,ha,decimal,Broadleaf Mixed,398.5889987172715611559646872
184,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,primary_wood_based_industry_except_power_chain_registration_c28,ha,decimal,Chir Pine,1387.610352373047611861465329
185,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,primary_wood_based_industry_except_power_chain_registration_c28,ha,decimal,Cypress,913.7553761412510375009431827
186,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,primary_wood_based_industry_except_power_chain_registration_c28,ha,decimal,Broadleaf Mixed,315.211650192409265826605297
187,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,primary_wood_based_industry_except_power_chain_renewal_c29,ha,decimal,Chir Pine,73.88988403884227397001979825
188,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,primary_wood_based_industry_except_power_chain_renewal_c29,ha,decimal,Cypress,586.7587442255114546997265956
189,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,primary_wood_based_industry_except_power_chain_renewal_c29,ha,decimal,Broadleaf Mixed,226.6192137267841991137927784
190,fr2,"Divisional Forest Office, Bumthang",Q1,Feb,Fee collection General,primary_wood_based_industry_except_power_chain_renewal_c29,ha,decimal,Chir Pine,562.8358631092674648816819082
191,fr2,"Divisional Forest Office, Bumthang",Q1,Mar,Fee collection General,primary_wood_based_industry_except_power_chain_renewal_c29,ha,decimal,Cypress,1049.896294899594607334778920
192,fr2,"Divisional Forest Office, Bumthang",Q1,Jan,Fee collection General,research_fee_c30,nu,decimal,Blue Pine,0
