record_id,office,quarter,month,category,product,species,volume_m3,royalty_nu
53,"Divisional Forest Office, Gedu",Q1,Jan,Free,timber,Broadleaf Mixed,144.9249675829875518672199170,0
54,"Divisional Forest Office, Gedu",Q1,Feb,Free,timber,Chir Pine,60.5782157676348547717842324,0
55,"Divisional Forest Office, Gedu",Q1,Jan,Free,firewood,Blue Pine,37.42067954045465656318748472,0
56,"Divisional Forest Office, Gedu",Q1,Jan,Free,firewood,Hemlock,10.57932045954534343681251528,0
57,"Divisional Forest Office, Mongar",Q1,Mar,Rural,standing,Cypress,108.2582229857715519140125986,7531.862050088955795812234843
58,"Divisional Forest Office, Mongar",Q1,Jan,Rural,standing,Broadleaf Mixed,90.07463635963173428483326726,376.5170384562748049815245655
59,"Divisional Forest Office, Mongar",Q1,Mar,Rural,standing,Chir Pine,513.0933791462931148407559138,7420.047899274668126454085124
60,"Divisional Forest Office, Mongar",Q1,Mar,Rural,standing,Cypress,485.0537615083035989603982203,1345.57301218010127275215547
61,"Divisional Forest Office, Mongar",Q1,Feb,Rural,other,Hemlock,0,0
62,"Divisional Forest Office, Mongar",Q1,Jan,Commercial,standing,Oak,0.2300692383778437190900098912,24376.60071491408715502336359
63,"Divisional Forest Office, Mongar",Q1,Jan,Commercial,standing,Blue Pine,57.91993076162215628090999011,2509.66740635735823446591537
64,"Divisional Forest Office, Mongar",Q1,Feb,Commercial,other,Chir Pine,65.79965853658536585365853659,46814.77071602028262200106647
65,"Divisional Forest Office, Mongar",Q1,Feb,Commercial,other,Cypress,133.224,113512.6687698559212340205634
66,"Divisional Forest Office, Mongar",Q1,Mar,Commercial,other,Broadleaf Mixed,367.0622926829268292682926829,45852.92630965582095657311518
67,"Divisional Forest Office, Mongar",Q1,Feb,Commercial,other,Chir Pine,131.7540487804878048780487805,116473.3460831965297979159759
68,"Divisional Forest Office, Mongar",Q1,Mar,Free,timber,Blue Pine,0,0
69,"Divisional Forest Office, Mongar",Q1,Feb,Free,firewood,Hemlock,0,0
70,"Divisional Forest Office, Paro",Q1,Feb,Rural,standing,Oak,265.8359944596705272153950432,5275.309234165981211307848825
71,"Divisional Forest Office, Paro",Q1,Jan,Rural,standing,Blue Pine,489.6310718179942828515014882,1187.337287328455777306376899
72,"Divisional Forest Office, Paro",Q1,Jan,Rural,standing,Hemlock,717.3838198803524592579494887,1859.547859214684618381748128
73,"Divisional Forest Office, Paro",Q1,Feb,Rural,standing,Oak,549.0708054106621872513482451,1423.504740464955192865492013
74,"Divisional Forest Office, Paro",Q1,Feb,Rural,standing,Blue Pine,511.958308431320543423805735,2766.300878825923200138534135
75,"Divisional Forest Office, Paro",Q1,Mar,Rural,other,Oak,0,0
76,"Divisional Forest Office, Paro",Q1,Feb,Commercial,standing,Blue Pine,4.834010139087482126608605226,795.1531348511397961766510753
77,"Divisional Forest Office, Paro",Q1,Mar,Commercial,standing,Hemlock,38.71170414662680358767710906,60514.46670023361823819388288
78,"Divisional Forest Office, Paro",Q1,Jan,Commercial,standing,Oak,108.8642857142857142857142857,137578.0580195565834843143162
79,"Divisional Forest Office, Paro",Q1,Jan,Commercial,other,Oak,55.41483430521974114635187029,150783.9993253161525609573608
80,"Divisional Forest Office, Paro",Q1,Feb,Commercial,other,Blue Pine,157.4033897501540795524581615,134985.3676548670025237538161
81,"Divisional Forest Office, Paro",Q1,Feb,Commercial,other,Hemlock,120.1917759446261793011899682,148792.5751651755033966039729
82,"Divisional Forest Office, Paro",Q1,Feb,Free,timber,Hemlock,5.813436380121756400846250162,0
83,"Divisional Forest Office, Paro",Q1,Mar,Free,timber,Oak,277.4836233323258926643927292,0
84,"Divisional Forest Office, Paro",Q1,Mar,Free,timber,Blue Pine,185.0665947066188851949397694,0
85,"Divisional Forest Office, Paro",Q1,Jan,Free,timber,Hemlock,301.0363455809334657398212512,0
86,"Divisional Forest Office, Paro",Q1,Jan,Free,firewood,Chir Pine,0,0
87,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rural,standing,Cypress,272.7282480463826569195865894,936.2798727850976828714220809
88,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rural,standing,Broadleaf Mixed,48.52051424250063019914292917,1229.644706951385733757383008
89,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rural,standing,Chir Pine,194.4675775144945802873708092,177.9918218991367560199909132
90,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Rural,standing,Cypress,30.4836601966221325938996722,2376.083598364379827351203998
91,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rural,other,Hemlock,0.8621831296923303400559399382,0
92,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rural,other,Oak,1.107816870307669659944060062,0
93,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Commercial,standing,Broadleaf Mixed,1.449306060986321997741247333,142.6901522367112530835231162
94,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Commercial,standing,Chir Pine,0.710693939013678002258752667,465.4361266902872788796425050
95,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Commercial,other,Hemlock,142.6439963764137476666300648,17070.21274437903600538117815
96,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Commercial,other,Oak,60.53422641923794883056989129,9743.471848329097425236790349
97,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Commercial,other,Blue Pine,169.3117772043483035028000439,78057.12912836486803741886590
98,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Free,timber,Blue Pine,0,0
99,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Free,firewood,Hemlock,0,0
100,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Rural,standing,Oak,208.2523928123694107814458838,1251.667748215444516547696301
101,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Rural,standing,Blue Pine,217.3505712494776431257835353,1282.915855505083279255894441
102,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Rural,standing,Hemlock,52.69459130798161303802758044,237.5124378109452736318407960
103,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Rural,standing,Oak,81.3924446301713330547430005,947.903958468526930564568462
104,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Rural,other,Cypress,0,0
105,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Commercial,standing,Broadleaf Mixed,82.39764842963826068534505588,35945.75042253521126760563380
106,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Commercial,standing,Chir Pine,106.0904480694878449234680367,9.499405502784146740910579758
107,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Commercial,standing,Cypress,30.2619035008738943911869074,80051.49017196200458565345562
108,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Commercial,other,Cypress,0,0
109,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Free,timber,Broadleaf Mixed,78.48612062323431213081071826,0
110,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Free,timber,Chir Pine,55.72840510230288502696686927,0
111,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Free,timber,Cypress,61.0354742744628028422224125,0
112,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Free,firewood,Cypress,0,0
113,"Divisional Forest Office, Samtse",Q1,Feb,Rural,standing,Broadleaf Mixed,637.5133490212856990052412023,9407.105581652900189192930645
114,"Divisional Forest Office, Samtse",Q1,Feb,Rural,standing,Chir Pine,337.0468584875387742004492459,11860.64346638364634765354621
115,"Divisional Forest Office, Samtse",Q1,Feb,Rural,standing,Cypress,319.2148101401219381752059044,2936.201075169581468321720271
116,"Divisional Forest Office, Samtse",Q1,Mar,Rural,standing,Broadleaf Mixed,683.044982351053588619103647,10662.02987679387199483180287
117,"Divisional Forest Office, Samtse",Q1,Mar,Rural,other,Oak,0,0
118,"Divisional Forest Office, Samtse",Q1,Feb,Commercial,standing,Blue Pine,1.130509162303664921465968586,181.7786430942907466864553307
119,"Divisional Forest Office, Samtse",Q1,Feb,Commercial,standing,Hemlock,1.179490837696335078534031414,115.1956698524924145526233031
120,"Divisional Forest Office, Samtse",Q1,Feb,Commercial,other,Cypress,55.77765332964142323134431677,6578.039821805622800028912322
121,"Divisional Forest Office, Samtse",Q1,Mar,Commercial,other,Broadleaf Mixed,30.04234667035857676865568323,4455.005865247594038732009048
122,"Divisional Forest Office, Samtse",Q1,Feb,Free,timber,Blue Pine,51.72334085778781038374717833,0
123,"Divisional Forest Office, Samtse",Q1,Feb,Free,timber,Hemlock,5.14665914221218961625282167,0
124,"Divisional Forest Office, Samtse",Q1,Feb,Free,firewood,Cypress,20.28752196382428940568475452,0
125,"Divisional Forest Office, Samtse",Q1,Mar,Free,firewood,Broadleaf Mixed,25.45247803617571059431524548,0
126,"Divisional Forest Office, Sarpang",Q1,Feb,Rural,standing,Blue Pine,203.6982558696693818878773359,1134.311150963940306155127138
127,"Divisional Forest Office, Sarpang",Q1,Mar,Rural,standing,Hemlock,478.5893291806420699568758984,786.7994619868058669057836418
128,"Divisional Forest Office, Sarpang",Q1,Feb,Rural,standing,Oak,431.0351126018207954000958313,4268.103503490680842887337475
129,"Divisional Forest Office, Sarpang",Q1,Feb,Rural,standing,Blue Pine,813.777302347867752755150934,1860.785883558572984051751745
130,"Divisional Forest Office, Sarpang",Q1,Jan,Rural,other,Broadleaf Mixed,0,0
131,"Divisional Forest Office, Sarpang",Q1,Mar,Commercial,standing,Chir Pine,738.2211693620046205793495646,272280.9555111847555923777962
132,"Divisional Forest Office, Sarpang",Q1,Feb,Commercial,standing,Cypress,554.4478909720988093122445353,207024.9677000828500414250207
133,"Divisional Forest Office, Sarpang",Q1,Mar,Commercial,standing,Broadleaf Mixed,401.3469375333214856939754754,17664.83746478873239436619718
134,"Divisional Forest Office, Sarpang",Q1,Jan,Commercial,standing,Chir Pine,261.714002132575084414430425,339164.8793239436619718309859
135,"Divisional Forest Office, Sarpang",Q1,Mar,Commercial,other,Blue Pine,0,0
136,"Divisional Forest Office, Sarpang",Q1,Mar,Free,timber,Hemlock,64.33820607857672349888806523,0
137,"Divisional Forest Office, Sarpang",Q1,Feb,Free,timber,Oak,48.75262787249814677538917717,0
138,"Divisional Forest Office, Sarpang",Q1,Jan,Free,timber,Blue Pine,203.6691660489251297257227576,0
139,"Divisional Forest Office, Sarpang",Q1,Feb,Free,firewood,Blue Pine,6.391797930841644142044924970,0
140,"Divisional Forest Office, Sarpang",Q1,Jan,Free,firewood,Hemlock,48.55820206915835585795507503,0
141,"Divisional Forest Office, Thimphu",Q1,Mar,Rural,standing,Cypress,62.44584066348328725810505152,1859.674915879234846738879926
142,"Divisional Forest Office, Thimphu",Q1,Feb,Rural,standing,Broadleaf Mixed,124.3231967831113345061573260,718.7187324268264577091495736
143,"Divisional Forest Office, Thimphu",Q1,Feb,Rural,standing,Chir Pine,45.2309625534053782357376225,824.866351693938695551970500
144,"Divisional Forest Office, Thimphu",Q1,Jan,Rural,other,Chir Pine,0,0
145,"Divisional Forest Office, Thimphu",Q1,Mar,Commercial,standing,Cypress,269.0302694051747132568684983,62305.51760650086185668554543
146,"Divisional Forest Office, Thimphu",Q1,Feb,Commercial,standing,Broadleaf Mixed,72.33143060371654663465813106,28145.83476976114257572026594
147,"Divisional Forest Office, Thimphu",Q1,Mar,Commercial,standing,Chir Pine,58.3982999911087401084733706,13694.64762373799556759418863
148,"Divisional Forest Office, Thimphu",Q1,Mar,Commercial,other,Chir Pine,0,0
149,"Divisional Forest Office, Thimphu",Q1,Jan,Free,timber,Cypress,0,0
150,"Divisional Forest Office, Thimphu",Q1,Jan,Free,firewood,Broadleaf Mixed,0,0
151,"Divisional Forest Office, Trashigang",Q1,Feb,Rural,standing,Chir Pine,707.5915474598930481283422460,3685.776299975963464465988302
152,"Divisional Forest Office, Trashigang",Q1,Feb,Rural,standing,Cypress,284.0274985676088617265087853,10311.02860347728547392035895
153,"Divisional Forest Office, Trashigang",Q1,Feb,Rural,standing,Broadleaf Mixed,199.1372178189457601222307105,2883.952567903212883583046230
154,"Divisional Forest Office, Trashigang",Q1,Mar,Rural,standing,Chir Pine,357.973736153552330022918258,3501.24252864353817803060652
155,"Divisional Forest Office, Trashigang",Q1,Jan,Rural,other,Blue Pine,3.333619793471481045117471758,0
156,"Divisional Forest Office, Trashigang",Q1,Jan,Rural,other,Hemlock,5.466380206528518954882528242,0
157,"Divisional Forest Office, Trashigang",Q1,Jan,Commercial,standing,Cypress,97.12265652173913043478260870,27404.40122654815897394094369
158,"Divisional Forest Office, Trashigang",Q1,Mar,Commercial,standing,Broadleaf Mixed,44.93632077294685990338164251,111933.3008066846650910223571
159,"Divisional Forest Office, Trashigang",Q1,Feb,Commercial,standing,Chir Pine,61.5710227053140096618357488,52565.0970987335746343411884
160,"Divisional Forest Office, Trashigang",Q1,Mar,Commercial,other,Chir Pine,5.058177186977632731035580673,3948.142826081293371083765907
161,"Divisional Forest Office, Trashigang",Q1,Mar,Commercial,other,Cypress,12.73182281302236726896441933,12817.31804195230792961174489
162,"Divisional Forest Office, Trashigang",Q1,Jan,Free,timber,Oak,0,0
163,"Divisional Forest Office, Trashigang",Q1,Jan,Free,firewood,Blue Pine,0,0
164,"Divisional Forest Office, Tsirang",Q1,Mar,Rural,standing,Hemlock,48.73238723108952116585704372,77.35541707663714879195364600
165,"Divisional Forest Office, Tsirang",Q1,Feb,Rural,standing,Oak,86.71129770992366412213740458,339.4938231114026456761779819
166,"Divisional Forest Office, Tsirang",Q1,Jan,Rural,standing,Blue Pine,94.3663150589868147120055517,1313.150759811960205531868372
167,"Divisional Forest Office, Tsirang",Q1,Feb,Rural,other,Blue Pine,10.21228894691035683202785030,438.6138651836225908524307220
168,"Divisional Forest Office, Tsirang",Q1,Feb,Rural,other,Hemlock,3.34771105308964316797214970,569.3861348163774091475692780
169,"Divisional Forest Office, Tsirang",Q1,Feb,Commercial,standing,Cypress,0,0
170,"Divisional Forest Office, Tsirang",Q1,Feb,Commercial,other,Broadleaf Mixed,0,0
171,"Divisional Forest Office, Tsirang",Q1,Mar,Free,timber,Chir Pine,0,0
172,"Divisional Forest Office, Tsirang",Q1,Mar,Free,firewood,Cypress,0,0
173,"Divisional Forest Office, Wangdue",Q1,Feb,Rural,standing,Broadleaf Mixed,0,0
174,"Divisional Forest Office, Wangdue",Q1,Mar,Rural,other,Chir Pine,0,0
175,"Divisional Forest Office, Wangdue",Q1,Mar,Commercial,standing,Cypress,0,0
176,"Divisional Forest Office, Wangdue",Q1,Jan,Commercial,other,Broadleaf Mixed,0,0
177,"Divisional Forest Office, Wangdue",Q1,Mar,Free,timber,Chir Pine,0,0
178,"Divisional Forest Office, Wangdue",Q1,Feb,Free,firewood,Cypress,0,0
179,"Divisional Forest Office, Zhemgang",Q1,Feb,Rural,standing,Broadleaf Mixed,33.64064372029093408166771663,722.1554450971531857207410755
180,"Divisional Forest Office, Zhemgang",Q1,Jan,Rural,standing,Chir Pine,68.78349349979955329018956532,1005.820153637596023497514686
181,"Divisional Forest Office, Zhemgang",Q1,Jan,Rural,standing,Cypress,89.0358627799095126281427180,972.024401265250790781744238
182,"Divisional Forest Office, Zhemgang",Q1,Mar,Rural,other,Cypress,0,0
183,"Divisional Forest Office, Zhemgang",Q1,Feb,Commercial,standing,Broadleaf Mixed,11.33789559907662521408891206,699.7847412633295052669318242
184,"Divisional Forest Office, Zhemgang",Q1,Feb,Commercial,standing,Chir Pine,5.51210440092337478591108794,647.3063069944340171124237668
185,"Divisional Forest Office, Zhemgang",Q1,Feb,Commercial,other,Hemlock,177.2411171171171171171171171,4034.845990022600772047170337
186,"Divisional Forest Office, Zhemgang",Q1,Mar,Commercial,other,Oak,3.645572715572715572715572716,14822.23232794736012285690768
187,"Divisional Forest Office, Zhemgang",Q1,Mar,Commercial,other,Blue Pine,76.6233101673101673101673102,1729.83063377227558271656639
188,"Divisional Forest Office, Zhemgang",Q1,Jan,Free,timber,Blue Pine,0,0
189,"Divisional Forest Office, Zhemgang",Q1,Mar,Free,firewood,Hemlock,0,0
190,Jigme Dorji National Park,Q1,Mar,Rural,standing,Oak,12.51861789586560228762063624,169.7118936222605269638020192
191,Jigme Dorji National Park,Q1,Mar,Rural,standing,Blue Pine,73.11207673060884070058381985,424.9692194040876631371583354
192,Jigme Dorji National Park,Q1,Jan,Rural,standing,Hemlock,70.48930537352555701179554391,405.3188869736518098990396454
193,Jigme Dorji National Park,Q1,Mar,Rural,other,Hemlock,0,0
194,Jigme Dorji National Park,Q1,Jan,Commercial,standing,Oak,115.9941480160017299167477565,35791.22213750728797596089160
195,Jigme Dorji National Park,Q1,Mar,Commercial,standing,Blue Pine,189.8147664612390528705806033,21506.05060187469166255550074
196,Jigme Dorji National Park,Q1,Jan,Commercial,standing,Hemlock,112.0410855227592172126716402,42457.33726061802036148360766
197,Jigme Dorji National Park,Q1,Mar,Commercial,other,Hemlock,0,0
198,Jigme Dorji National Park,Q1,Mar,Free,timber,Oak,0,0
199,Jigme Dorji National Park,Q1,Mar,Free,firewood,Blue Pine,0,0
200,Jigme Khesar Strict Nature Reserve,Q1,Jan,Rural,standing,Hemlock,107.7982206405693950177935943,337.1342712744160633793197651
201,Jigme Khesar Strict Nature Reserve,Q1,Jan,Rural,standing,Oak,55.96014234875444839857651246,269.2746892501024450211719710
202,Jigme Khesar Strict Nature Reserve,Q1,Mar,Rural,standing,Blue Pine,70.2416370106761565836298932,353.5910394754814915995082639
203,Jigme Khesar Strict Nature Reserve,Q1,Mar,Rural,other,Blue Pine,0,0
204,Jigme Khesar Strict Nature Reserve,Q1,Jan,Commercial,standing,Hemlock,51.47616516699710233338416959,1881.055300662251655629139073
205,Jigme Khesar Strict Nature Reserve,Q1,Jan,Commercial,standing,Oak,24.91383483300289766661583041,1877.404699337748344370860927
206,Jigme Khesar Strict Nature Reserve,Q1,Feb,Commercial,other,Broadleaf Mixed,0,0
207,Jigme Khesar Strict Nature Reserve,Q1,Feb,Free,timber,Chir Pine,0.5310427413411938098747236551,0
208,Jigme Khesar Strict Nature Reserve,Q1,Jan,Free,timber,Cypress,10.99895725865880619012527634,0
209,Jigme Khesar Strict Nature Reserve,Q1,Jan,Free,firewood,Oak,0,0
210,Jigme Singye Wangchuck National Park,Q1,Feb,Rural,standing,Blue Pine,43.07722307766336252526224617,207.2741617357001972386587771
211,Jigme Singye Wangchuck National Park,Q1,Mar,Rural,standing,Hemlock,68.99774805119815224713694543,660.1972386587771203155818540
212,Jigme Singye Wangchuck National Park,Q1,Feb,Rural,standing,Oak,80.6550288711384852276008084,412.5285996055226824457593689
213,Jigme Singye Wangchuck National Park,Q1,Feb,Rural,other,Oak,0,0
214,Jigme Singye Wangchuck National Park,Q1,Jan,Commercial,standing,Blue Pine,2.109371645503338133263516167,4818.687002907035042240945597
215,Jigme Singye Wangchuck National Park,Q1,Feb,Commercial,standing,Hemlock,16.18062835449666186673648383,3207.557974479301544286071780
216,Jigme Singye Wangchuck National Park,Q1,Jan,Commercial,other,Cypress,0.6778031196749246297024511732,4837.861611706767597665471888
217,Jigme Singye Wangchuck National Park,Q1,Jan,Commercial,other,Broadleaf Mixed,23.04219688032507537029754883,5571.243410906895815807510732
218,Jigme Singye Wangchuck National Park,Q1,Feb,Free,timber,Blue Pine,0,0
219,Jigme Singye Wangchuck National Park,Q1,Mar,Free,firewood,Hemlock,0,0
220,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Rural,standing,Oak,649.3630592200288878189696678,5874.368231046931407942238267
221,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Rural,standing,Blue Pine,472.4320914780934039480019259,6274.657039711191335740072202
222,Jomotsangkha Wildlife Sanctuary,Q1,Feb,Rural,standing,Hemlock,10.03489070775156475686085701,2874.801444043321299638989170
223,Jomotsangkha Wildlife Sanctuary,Q1,Feb,Rural,standing,Oak,859.1274851548708072540523190,1808.231046931407942238267148
224,Jomotsangkha Wildlife Sanctuary,Q1,Feb,Rural,standing,Blue Pine,751.472473439255336222115230,1647.94223826714801444043321
225,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Rural,other,Oak,12.55306292987079771164106190,1049.855072463768115942028986
226,Jomotsangkha Wildlife Sanctuary,Q1,Feb,Rural,other,Blue Pine,11.44693707012920228835893810,210.144927536231884057971014
227,Jomotsangkha Wildlife Sanctuary,Q1,Feb,Commercial,standing,Chir Pine,670.8183182774409107783690137,48188.90816046543675811061037
228,Jomotsangkha Wildlife Sanctuary,Q1,Feb,Commercial,standing,Cypress,96.83279173369632471228808316,69793.57547043970652288915404
229,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Commercial,standing,Broadleaf Mixed,342.0698218042321494864496968,47083.22010594171676646693672
230,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Commercial,standing,Chir Pine,149.339068184630615022893206,9163.6880490023412257087196
231,Jomotsangkha Wildlife Sanctuary,Q1,Jan,Commercial,other,Blue Pine,438.9500709135094219353810605,110306.2871608627465793873754
232,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Commercial,other,Hemlock,253.2035779451017887733556432,56706.27977049350266064568599
233,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Commercial,other,Oak,375.9450408350264929684076332,24648.47304228470248445898564
234,Jomotsangkha Wildlife Sanctuary,Q1,Mar,Commercial,other,Blue Pine,346.471310306362296322855663,4087.9082405098470023325323
235,Jomotsangkha Wildlife Sanctuary,Q1,Feb,Free,timber,Broadleaf Mixed,0,0
